,Jan,Aug,Sept,Oct,Nov,Dec,Team1Site,Team2Site,Team1_Win_Precentage,ML1,Team1_AP_Rank,Team1_W,Team1_L,Team1_OSRS,Team1_DSRS,Team1_SRS,Team1_ScoringOff,Team1_ScoringDef,Team1_PassingOff,Team1_PassingDef,Team1_RushingOff,Team1_RushingDef,Team1_TotalOff,Team1_TotalDef,Team1_ACC,Team1_American,Team1_Big12,Team1_BigEast,Team1_BigTen,Team1_CUSA,Team1_Ind,Team1_MAC,Team1_MWC,Team1_Pac-10,Team1_Pac-12,Team1_SEC,Team1_SunBelt,Team1_WAC,Team2_Win_Precentage,ML2,Team2_AP_Rank,Team2_W,Team2_L,Team2_OSRS,Team2_DSRS,Team2_SRS,Team2_ScoringOff,Team2_ScoringDef,Team2_PassingOff,Team2_PassingDef,Team2_RushingOff,Team2_RushingDef,Team2_TotalOff,Team2_ACC,Team2_American,Team2_Big12,Team2_BigEast,Team2_BigTen,Team2_CUSA,Team2_Ind,Team2_MAC,Team2_MWC,Team2_Pac-10,Team2_Pac-12,Team2_SEC,Team2_SunBelt,Team2_WAC,Team2_TotalDef,Spread_Open,Spread_Close
5827,0,0,0,0,1,0,1,-1,0.9333333333333332,-1600,2.0,14.0,1.0,8.01,17.62,25.62,90.38,-38.83,13.45,-0.1,10.38,-2.81,11.13,-0.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6153846153846154,900,24.0,8.0,5.0,-1.04,13.02,11.97,81.8,-33.41,13.42,0.59,10.02,-0.87,10.69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.42,-18.0,-21.0
3833,0,0,0,1,0,0,1,-1,0.25,250,67.0,3.0,9.0,-7.17,-3.74,-10.91,62.6,-9.14,10.71,3.45,5.92,2.71,8.43,3.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6428571428571429,-300,67.0,9.0,5.0,2.56,2.9,5.46,77.81,-18.65,11.12,2.3,6.78,0.63,8.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.59,10.0,7.0
5207,0,0,1,0,0,0,1,-1,0.25,140,67.0,3.0,9.0,-5.92,-1.83,-7.75,69.69,-15.34,11.39,1.97,9.18,0.61,9.72,1.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9285714285714286,-160,15.0,13.0,1.0,7.61,4.42,12.03,86.24,-22.05,14.49,2.21,9.21,0.77,10.73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.93,3.0,3.0
1811,0,0,1,0,0,0,1,-1,0.16666666666666666,-254,67.0,2.0,10.0,-6.88,1.59,-5.29,22.67,27.2,5.24,7.45,3.62,4.89,4.86,5.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5384615384615384,226,67.0,7.0,6.0,-0.31,-1.19,-1.5,26.97,26.93,6.99,7.48,3.56,5.06,5.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.7,-5.5,-6.5
2288,0,0,0,0,1,0,1,-1,0.4615384615384616,-1600,67.0,6.0,7.0,-2.64,-4.71,-7.35,23.88,31.74,7.59,8.96,3.54,5.74,4.88,6.49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,1075,67.0,3.0,9.0,-10.47,-3.28,-13.75,21.0,37.91,4.9,8.02,1.72,5.59,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.98,-22.5,-23.5
3964,0,0,0,0,1,0,1,-1,0.6153846153846154,-345,67.0,8.0,5.0,1.1,2.09,3.19,71.09,-16.04,12.58,3.3,7.46,2.5,9.59,2.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,275,67.0,4.0,8.0,-0.32,-5.0,-5.32,70.15,-11.25,9.81,2.81,9.05,2.14,9.39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.56,-6.5,-9.0
3052,0,0,0,0,1,0,1,-1,0.16666666666666666,455,67.0,2.0,10.0,-2.99,-0.52,-3.51,26.67,28.49,-1.69,17.02,0.24,9.41,-0.35,12.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8571428571428571,-605,5.0,12.0,2.0,11.89,8.08,19.97,42.89,16.88,-1.01,15.06,1.37,8.25,0.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.23,13.5,14.0
4589,0,0,0,1,0,0,1,-1,0.8333333333333334,-5805,67.0,10.0,2.0,3.84,6.32,10.16,48.0,5.79,8.77,4.93,5.92,2.46,7.13,3.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08333333333333333,2805,67.0,1.0,11.0,-2.78,-15.38,-18.16,39.13,31.19,7.92,6.39,5.59,5.59,6.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.98,-29.0,-28.5
5469,0,0,0,1,0,0,1,-1,0.4166666666666667,135,67.0,5.0,7.0,12.46,-11.12,1.34,90.62,-6.0,13.89,2.68,7.31,1.68,10.8,2.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7692307692307693,-155,18.0,10.0,3.0,4.01,5.56,9.57,78.75,-26.0,13.69,1.2,9.33,0.18,10.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.04,1.0,3.0
5705,0,0,0,0,1,0,1,-1,0.3333333333333333,-500,67.0,4.0,8.0,5.46,-1.19,4.27,81.03,-19.06,13.22,1.65,8.93,-0.17,10.42,1.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6153846153846154,400,67.0,8.0,5.0,-7.31,4.9,-2.41,74.12,-23.18,12.56,1.24,9.72,-0.21,9.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.2,-13.0,-13.5
179,0,0,1,0,0,0,1,-1,0.16666666666666666,250,67.0,2.0,10.0,-14.7,-4.5,-19.2,9.78,32.9,4.7,7.21,1.72,5.02,3.28,5.77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7857142857142857,-300,21.0,11.0,3.0,-1.62,7.41,5.79,26.95,18.33,8.39,6.34,3.36,4.65,5.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.38,8.5,7.5
3072,0,0,0,0,1,0,1,-1,0.16666666666666666,1350,67.0,2.0,10.0,-7.85,-11.51,-19.36,18.38,46.32,-2.34,17.8,-0.62,11.39,-0.86,13.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5384615384615384,-2350,67.0,7.0,6.0,4.48,-3.2,1.28,31.69,27.42,-1.41,17.29,1.44,8.38,0.31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.03,24.0,25.0
1798,0,0,1,0,0,0,1,-1,0.7692307692307693,-94500,14.0,10.0,3.0,5.49,9.27,14.76,35.29,14.59,7.11,5.87,3.7,3.83,5.56,4.47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08333333333333333,45500,67.0,1.0,11.0,-11.73,-5.65,-17.38,15.29,42.23,5.33,8.89,1.98,6.59,4.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.08,-42.0,-42.0
4304,0,0,1,0,0,0,1,-1,0.4166666666666667,-600,67.0,5.0,7.0,-2.1,3.19,1.09,41.55,8.62,8.51,4.89,6.04,3.28,6.83,3.88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,450,67.0,5.0,7.0,-5.19,-6.45,-11.63,35.96,25.71,8.15,8.7,4.7,4.41,6.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.32,-15.5,-14.5
3508,0,0,1,0,0,0,1,-1,0.15384615384615385,300,67.0,2.0,11.0,-4.53,-11.66,-16.18,63.81,-1.35,10.51,4.98,6.24,3.0,8.36,3.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7857142857142857,-370,67.0,11.0,3.0,-0.13,-0.94,-1.06,71.3,-13.0,10.59,3.4,7.65,1.81,8.79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.49,8.5,9.5
4885,0,0,0,0,1,0,1,-1,0.7692307692307693,-280,10.0,10.0,3.0,8.16,6.25,14.42,58.84,5.06,10.87,4.33,6.55,2.17,8.63,3.43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75,235,16.0,9.0,3.0,6.61,8.44,15.04,50.76,2.24,9.83,3.92,7.28,2.31,8.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.26,-4.5,-6.5
1326,0,0,0,1,0,0,1,-1,0.4166666666666667,160,67.0,5.0,7.0,-2.57,6.83,4.26,25.03,19.35,7.41,7.52,2.63,4.72,5.28,5.69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8461538461538461,-180,9.0,11.0,2.0,4.92,8.64,13.56,32.65,16.26,7.25,5.28,4.03,4.2,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.46,5.0,4.0
4940,0,0,0,0,1,0,1,-1,0.25,310,67.0,3.0,9.0,-9.1,-4.49,-13.59,33.2,22.03,7.15,6.41,4.41,3.32,5.58,4.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4615384615384616,-370,67.0,6.0,7.0,9.22,-13.96,-4.74,50.94,25.09,10.02,6.54,4.86,4.58,7.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.66,6.0,9.5
5520,0,0,0,1,0,0,1,-1,0.16666666666666666,200,67.0,2.0,10.0,-9.6,-9.26,-18.86,63.0,-0.99,11.47,3.09,6.52,1.36,8.36,2.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4615384615384616,-240,67.0,6.0,7.0,-5.43,-0.75,-6.18,66.55,-16.05,11.73,2.51,7.93,-0.26,8.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.59,6.0,6.0
368,0,0,0,1,0,0,1,-1,0.25,145,67.0,3.0,9.0,-6.78,-7.4,-14.18,18.96,33.16,6.14,7.96,3.71,6.09,4.89,6.73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3333333333333333,-165,67.0,4.0,8.0,0.56,-8.01,-7.45,26.43,33.67,6.77,8.13,3.01,5.54,5.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.39,1.5,3.5
4344,0,0,1,0,0,0,1,-1,0.08333333333333333,165,67.0,1.0,11.0,-2.78,-15.38,-18.16,39.13,31.19,7.92,6.39,5.59,5.59,6.62,5.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,-190,67.0,3.0,9.0,-4.15,-6.51,-10.66,37.33,22.6,7.48,7.0,5.01,4.56,6.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.6,7.0,4.5
597,0,0,0,0,1,0,1,-1,0.25,138,67.0,3.0,9.0,2.64,-7.23,-4.59,29.26,34.35,7.05,8.36,2.72,5.48,5.1,6.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5384615384615384,-152,67.0,7.0,6.0,-4.98,7.12,2.15,21.35,17.4,6.55,5.85,2.99,3.57,4.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,2.5,3.0
4594,0,0,0,1,0,0,1,-1,0.6923076923076923,-9320,67.0,9.0,4.0,2.14,3.14,5.27,46.34,11.06,6.98,5.97,7.16,3.06,7.32,4.31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,3820,67.0,3.0,9.0,-0.74,-15.05,-15.79,40.01,33.27,7.59,7.35,5.82,4.79,6.77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.8,-26.0,-31.0
5800,0,0,0,0,1,0,1,-1,0.25,230,67.0,3.0,9.0,-7.19,-1.93,-9.12,65.93,-15.88,11.03,1.31,8.68,0.22,9.13,1.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4166666666666667,-270,67.0,5.0,7.0,-0.94,-3.45,-4.39,73.18,-14.63,11.68,1.94,9.25,0.4,9.77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6,5.0,7.0
1197,0,0,0,1,0,0,1,-1,0.6153846153846154,-700,67.0,8.0,5.0,3.77,7.32,11.08,35.11,16.74,7.22,6.93,5.12,3.99,6.13,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4615384615384616,500,67.0,6.0,7.0,-0.63,2.75,2.12,26.06,22.12,5.04,7.54,4.17,4.87,4.77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.79,-14.5,-17.0
6270,0,0,0,1,0,0,1,-1,0.5,-200,67.0,7.0,7.0,-6.82,2.0,-4.82,58.56,-10.53,9.87,3.66,5.24,2.85,7.83,2.86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16666666666666666,170,67.0,2.0,10.0,-11.28,-7.99,-19.27,53.92,6.48,8.6,5.71,5.92,3.6,7.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.93,-9.0,-4.5
3893,0,0,0,0,1,0,1,-1,0.9333333333333332,-4625,1.0,14.0,1.0,13.44,7.0,20.44,91.53,-23.0,13.41,1.71,8.79,0.85,10.58,1.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4615384615384616,2875,67.0,6.0,7.0,0.75,-3.28,-2.53,70.98,-11.86,11.24,3.62,6.77,2.16,9.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.62,-28.5,-28.0
1812,0,0,1,0,0,0,1,-1,0.4166666666666667,472,67.0,5.0,7.0,2.25,-5.7,-3.45,29.8,31.51,6.86,8.69,3.19,5.85,5.63,6.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6153846153846154,-578,67.0,8.0,5.0,0.79,5.36,6.15,32.52,20.41,6.82,7.25,3.82,4.99,5.77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.54,16.0,15.0
2510,0,1,0,0,0,0,1,-1,0.7692307692307693,-1250,16.0,10.0,3.0,10.15,6.95,17.1,42.61,17.02,0.25,14.55,0.47,7.97,0.54,10.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,844,67.0,4.0,8.0,-1.7,-1.9,-3.6,26.27,30.18,-2.08,16.46,0.06,11.05,-0.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.04,-18.0,-21.0
5091,0,0,1,0,0,0,0,0,0.7857142857142857,475,9.0,11.0,3.0,2.13,13.17,15.3,78.74,-32.1,13.54,1.15,8.81,-0.9,9.99,0.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6666666666666666,-650,13.0,8.0,4.0,2.68,13.25,15.93,79.6,-36.08,13.41,0.64,10.82,-1.46,11.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03,8.5,12.5
3289,0,0,0,0,0,1,0,0,0.7142857142857143,235,67.0,10.0,4.0,-0.25,0.39,0.15,27.49,26.98,-2.04,16.21,-0.05,8.56,-0.88,11.54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5384615384615384,-285,67.0,7.0,6.0,-0.28,8.0,7.72,32.29,16.68,-1.52,14.98,0.7,8.42,0.02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.16,7.0,7.0
992,0,0,1,0,0,0,1,-1,0.16666666666666666,621,67.0,2.0,10.0,-9.95,-7.77,-17.72,15.73,39.56,3.48,9.33,3.14,5.36,3.56,6.74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4615384615384616,-775,67.0,6.0,7.0,0.25,-7.15,-6.9,26.51,32.05,5.71,8.56,3.23,4.74,5.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.18,19.0,17.5
410,0,0,0,1,0,0,1,-1,0.6923076923076923,-180,19.0,9.0,4.0,5.1,6.28,11.39,34.34,17.94,7.4,5.77,3.28,4.29,5.42,4.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7692307692307693,150,18.0,10.0,3.0,3.09,10.89,13.98,32.25,13.9,6.96,5.84,3.78,5.32,5.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.43,-1.5,-3.5
3040,0,0,0,0,1,0,1,-1,0.08333333333333333,540,67.0,1.0,11.0,-9.47,-2.96,-12.43,18.57,33.29,-2.51,16.47,-1.17,9.24,-0.97,12.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6153846153846154,-715,67.0,8.0,5.0,-0.9,8.22,7.31,28.67,16.91,-1.64,14.67,0.26,7.78,-0.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.6,14.5,16.0
6751,0,0,0,0,0,1,1,-1,0.5384615384615384,-500,67.0,7.0,6.0,0.39,-9.07,-8.69,63.16,-2.27,9.96,3.93,6.09,2.34,8.76,2.72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3333333333333333,375,67.0,4.0,8.0,-13.54,1.83,-11.71,52.62,-10.34,9.86,3.99,5.05,2.36,7.87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.75,-8.5,-12.0
2438,0,0,0,0,0,1,0,0,0.6153846153846154,-500,67.0,8.0,5.0,5.26,1.01,6.27,32.81,24.75,7.32,8.29,3.7,5.18,5.88,6.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5384615384615384,400,67.0,7.0,6.0,10.42,-6.39,4.03,42.78,31.47,7.49,9.6,4.08,4.68,6.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.33,-14.5,-13.0
5879,0,0,0,0,0,1,0,0,0.6428571428571429,-245,67.0,9.0,5.0,6.88,-3.29,3.59,83.6,-17.3,16.82,2.87,10.25,0.48,11.12,2.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6153846153846154,205,67.0,8.0,5.0,-7.31,4.9,-2.41,74.12,-23.18,12.56,1.24,9.72,-0.21,9.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,-10.0,-6.0
1246,0,0,0,1,0,0,1,-1,0.25,430,67.0,3.0,9.0,-5.46,-5.43,-10.89,21.56,32.65,4.7,8.56,3.74,5.25,4.56,6.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7857142857142857,-560,67.0,11.0,3.0,10.12,-4.57,5.55,35.57,31.25,7.07,8.24,4.65,4.62,5.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.98,13.5,14.0
1543,0,0,0,0,1,0,1,-1,0.7857142857142857,-900,10.0,11.0,3.0,9.72,6.17,15.89,46.49,18.52,9.6,7.5,5.21,4.73,7.03,5.68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6923076923076923,600,67.0,9.0,4.0,-4.49,10.96,6.47,23.0,13.58,5.48,6.05,3.91,3.85,4.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.78,-16.0,-17.0
1790,0,0,1,0,0,0,1,-1,0.4615384615384616,-152,67.0,6.0,7.0,-4.29,1.04,-3.25,24.53,24.24,6.15,6.89,2.96,5.62,4.74,5.71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,138,67.0,4.0,8.0,-1.41,-8.13,-9.54,25.87,35.06,5.62,8.94,3.06,5.46,5.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.53,-4.0,-3.0
3181,0,0,0,0,1,0,1,-1,0.16666666666666666,190,67.0,2.0,10.0,-11.38,-2.17,-13.56,16.14,28.73,-2.99,15.97,-0.84,8.55,-1.44,11.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,-225,67.0,5.0,7.0,-0.67,-6.77,-7.44,27.08,33.45,-2.23,16.19,-0.56,8.6,-0.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.72,5.5,6.0
3859,0,0,0,0,1,0,1,-1,0.5384615384615384,-160,67.0,7.0,6.0,-0.41,1.79,1.37,71.69,-18.31,11.34,2.85,6.81,1.4,8.88,1.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4166666666666667,140,67.0,5.0,7.0,-3.03,3.83,0.8,67.52,-19.31,9.97,2.48,6.43,1.32,8.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.82,-5.0,-3.0
3053,0,0,0,0,1,0,1,-1,0.5384615384615384,-510,67.0,7.0,6.0,3.53,2.69,6.22,35.74,21.73,-1.47,15.71,-0.36,8.44,-0.37,11.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,385,67.0,2.0,10.0,-6.11,1.17,-4.94,24.96,27.01,-3.91,15.94,-0.22,8.82,-1.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66,-14.0,-12.5
4639,0,0,0,1,0,0,1,-1,0.8461538461538461,-260,67.0,11.0,2.0,-0.48,5.53,5.05,45.87,8.55,9.63,5.43,6.51,2.77,7.64,3.81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6923076923076923,210,67.0,9.0,4.0,2.14,3.14,5.27,46.34,11.06,6.98,5.97,7.16,3.06,7.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.31,-5.0,-6.5
3224,0,0,0,0,1,0,1,-1,0.9285714285714286,-755,3.0,13.0,1.0,1.23,13.51,14.74,31.12,12.04,-1.86,13.89,0.22,7.16,-0.45,10.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6153846153846154,580,67.0,8.0,5.0,-0.07,5.34,5.27,26.86,20.6,-1.67,15.76,0.39,8.97,-0.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.73,-14.5,-17.0
3529,0,0,1,0,0,0,1,-1,0.7692307692307693,-97500,9.0,10.0,3.0,10.88,7.96,18.84,89.55,-26.48,12.7,1.21,9.22,1.28,10.6,1.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,32500,67.0,3.0,9.0,-8.84,-5.82,-14.67,61.58,-4.98,10.45,3.64,6.45,3.31,8.27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.31,-39.0,-41.0
4431,0,0,1,0,0,0,1,-1,0.7692307692307693,-15400,13.0,10.0,3.0,12.69,0.39,13.08,60.81,10.82,11.03,4.99,6.6,2.84,8.2,3.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,5400,67.0,5.0,7.0,-5.19,-6.45,-11.63,35.96,25.71,8.15,8.7,4.7,4.41,6.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.32,-32.5,-33.0
6249,0,0,1,0,0,0,1,-1,0.7142857142857143,-290,10.0,10.0,4.0,5.78,12.17,17.95,75.74,-26.85,12.55,1.29,7.49,0.68,9.78,0.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6923076923076923,235,19.0,9.0,4.0,2.48,9.37,11.85,73.62,-21.5,10.2,2.86,7.86,1.05,9.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.43,-9.5,-7.0
6616,0,0,0,0,1,0,1,-1,0.16666666666666666,550,67.0,2.0,10.0,-11.28,-7.99,-19.27,53.92,6.48,8.6,5.71,5.92,3.6,7.51,3.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,-800,67.0,6.0,6.0,0.28,-3.2,-2.92,63.42,-10.61,11.96,4.59,5.76,2.22,9.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.8,17.5,17.0
3309,0,1,0,0,0,0,1,-1,0.25,-310,67.0,3.0,9.0,6.86,-8.4,-1.54,78.06,-8.32,11.72,3.75,4.82,1.4,9.62,2.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6153846153846154,255,67.0,8.0,5.0,1.1,2.09,3.19,71.09,-16.04,12.58,3.3,7.46,2.5,9.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.77,-9.5,-7.5
4436,0,0,1,0,0,0,1,-1,0.3333333333333333,1240,67.0,4.0,8.0,2.92,-4.43,-1.51,47.89,15.18,8.26,6.1,6.15,3.49,6.85,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,-1890,16.0,9.0,3.0,6.61,8.44,15.04,50.76,2.24,9.83,3.92,7.28,2.31,8.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,23.5,23.5
2799,0,0,0,1,0,0,1,-1,0.6153846153846154,-325,67.0,8.0,5.0,-3.85,10.26,6.41,26.21,13.62,-1.81,14.65,-0.91,7.49,-0.91,10.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5384615384615384,265,67.0,7.0,6.0,3.53,2.69,6.22,35.74,21.73,-1.47,15.71,-0.36,8.44,-0.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,-6.5,-8.0
44,0,0,1,0,0,0,1,-1,0.4615384615384616,-3700,67.0,6.0,7.0,0.21,7.14,7.35,28.11,16.33,6.62,6.26,3.61,4.05,5.03,4.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2300,67.0,3.0,9.0,-6.78,-7.4,-14.18,18.96,33.16,6.14,7.96,3.71,6.09,4.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,-19.5,-27.5
6595,0,0,0,0,1,0,1,-1,0.5384615384615384,-1000,67.0,7.0,6.0,6.71,-3.35,3.36,73.65,-10.66,11.27,3.36,6.61,1.53,9.1,1.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,650,67.0,3.0,9.0,-7.64,-2.73,-10.38,57.66,-6.43,9.47,4.2,7.5,2.38,8.61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.03,-18.0,-18.0
2439,0,0,0,0,0,1,0,0,0.6923076923076923,165,19.0,9.0,4.0,8.01,3.18,11.18,40.32,21.21,8.06,7.99,3.78,5.35,6.14,5.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6923076923076923,-185,20.0,9.0,4.0,4.2,7.94,12.14,38.08,15.41,7.88,6.51,2.87,5.03,6.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.32,3.5,4.0
642,0,0,0,0,1,0,1,-1,0.8461538461538461,-15000,8.0,11.0,2.0,6.33,8.8,15.13,34.77,14.81,7.33,5.65,4.22,4.42,5.46,4.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4166666666666667,8000,67.0,5.0,7.0,-7.5,-3.54,-11.04,17.51,33.78,6.58,7.14,1.91,5.36,4.23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.04,-30.5,-33.0
621,0,0,0,0,1,0,1,-1,0.6923076923076923,-531,67.0,9.0,4.0,1.01,2.47,3.49,27.87,22.74,10.0,6.89,4.32,5.69,5.73,6.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,444,67.0,3.0,9.0,-5.37,-4.37,-9.74,20.99,29.23,6.69,6.86,1.73,5.79,4.51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.24,-17.0,-14.0
1616,1,0,0,0,0,0,0,0,0.8461538461538461,-350,5.0,11.0,2.0,9.9,3.96,13.86,40.69,20.91,8.13,6.8,4.14,4.88,6.52,5.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7692307692307693,290,15.0,10.0,3.0,7.38,4.07,11.45,34.84,21.22,6.31,7.5,3.72,4.14,4.74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.62,-7.5,-9.5
82,0,0,1,0,0,0,1,-1,0.25,444,67.0,3.0,9.0,-8.02,-0.59,-8.61,18.1,31.9,5.65,7.9,2.33,5.8,3.91,6.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4615384615384616,-531,67.0,6.0,7.0,0.55,0.24,0.8,27.54,24.55,6.61,7.08,4.68,5.52,5.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.1,7.0,14.0
1485,0,0,0,0,1,0,1,-1,0.4615384615384616,-229,67.0,6.0,7.0,-0.21,4.87,4.66,27.92,18.4,6.27,7.11,4.17,4.18,5.06,5.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6923076923076923,201,67.0,9.0,4.0,-4.49,10.96,6.47,23.0,13.58,5.48,6.05,3.91,3.85,4.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.78,-7.0,-6.5
