,Jan,Aug,Sept,Oct,Nov,Dec,Team1Site,Team2Site,Team1_Win_Precentage,ML1,Team1_AP_Rank,Team1_W,Team1_L,Team1_OSRS,Team1_DSRS,Team1_SRS,Team1_ScoringOff,Team1_ScoringDef,Team1_PassingOff,Team1_PassingDef,Team1_RushingOff,Team1_RushingDef,Team1_TotalOff,Team1_TotalDef,Team1_ACC,Team1_American,Team1_Big12,Team1_BigEast,Team1_BigTen,Team1_CUSA,Team1_Ind,Team1_MAC,Team1_MWC,Team1_Pac-10,Team1_Pac-12,Team1_SEC,Team1_SunBelt,Team1_WAC,Team2_Win_Precentage,ML2,Team2_AP_Rank,Team2_W,Team2_L,Team2_OSRS,Team2_DSRS,Team2_SRS,Team2_ScoringOff,Team2_ScoringDef,Team2_PassingOff,Team2_PassingDef,Team2_RushingOff,Team2_RushingDef,Team2_TotalOff,Team2_ACC,Team2_American,Team2_Big12,Team2_BigEast,Team2_BigTen,Team2_CUSA,Team2_Ind,Team2_MAC,Team2_MWC,Team2_Pac-10,Team2_Pac-12,Team2_SEC,Team2_SunBelt,Team2_WAC,Team2_TotalDef,Spread_Open,Spread_Close
4288,0,0,1,0,0,0,1,-1,0.3333333333333333,460,67.0,4.0,8.0,0.56,-1.51,-0.95,43.75,12.81,8.97,6.09,5.31,2.99,6.92,4.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7692307692307693,-585,11.0,10.0,3.0,10.99,3.33,14.33,56.56,6.66,10.93,4.74,7.35,3.16,8.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,10.0,13.5
5732,0,0,0,0,1,0,1,-1,0.5384615384615384,100,67.0,7.0,6.0,-1.73,-2.57,-4.3,72.43,-14.63,12.34,2.17,8.41,0.27,9.85,1.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4166666666666667,-120,67.0,5.0,7.0,-0.94,-3.45,-4.39,73.18,-14.63,11.68,1.94,9.25,0.4,9.77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6,4.0,1.0
2419,0,0,0,0,0,1,0,0,0.5,465,67.0,7.0,7.0,5.42,-0.24,5.18,36.72,25.48,9.19,7.18,4.5,5.42,6.09,5.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,-590,10.0,12.0,2.0,3.12,10.44,13.56,40.18,15.31,8.16,5.51,4.71,4.2,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,13.0,15.5
5231,0,0,1,0,0,0,1,-1,0.5384615384615384,-7000,67.0,7.0,6.0,4.06,0.29,4.35,80.66,-19.15,14.29,2.15,8.88,1.42,10.76,2.19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16666666666666666,3000,67.0,2.0,10.0,-9.6,-9.26,-18.86,63.0,-0.99,11.47,3.09,6.52,1.36,8.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.47,-32.5,-28.5
2019,0,0,0,1,0,0,1,-1,0.8571428571428571,-5190,10.0,12.0,2.0,3.12,10.44,13.56,40.18,15.31,8.16,5.51,4.71,4.2,6.8,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,2490,67.0,2.0,10.0,-5.75,-0.99,-6.74,22.49,27.91,6.24,6.97,2.27,5.71,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,-28.0,-28.5
4756,0,0,0,0,1,0,1,-1,0.4166666666666667,165,67.0,5.0,7.0,-11.36,-4.09,-15.45,27.15,21.71,6.65,7.87,4.4,4.26,5.42,5.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4166666666666667,-185,67.0,5.0,7.0,-5.19,-6.45,-11.63,35.96,25.71,8.15,8.7,4.7,4.41,6.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.32,6.0,4.0
1421,0,0,0,0,1,0,1,-1,0.4166666666666667,710,67.0,5.0,7.0,7.57,-5.69,1.88,36.06,33.86,6.31,9.09,3.53,5.39,5.46,6.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9230769230769232,-1010,3.0,12.0,1.0,18.6,5.54,24.14,51.93,18.37,7.85,6.63,5.24,4.56,7.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.33,19.5,19.5
2143,0,0,0,1,0,0,1,-1,0.5,-125,67.0,7.0,7.0,5.42,-0.24,5.18,36.72,25.48,9.19,7.18,4.5,5.42,6.09,5.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6153846153846154,105,67.0,8.0,5.0,-0.67,9.44,8.77,29.89,14.91,5.96,6.57,2.96,4.41,4.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,-2.0,-2.5
4958,0,0,0,0,1,0,1,-1,0.16666666666666666,110,67.0,2.0,10.0,-9.71,-7.32,-17.03,32.58,19.87,8.82,6.74,5.33,4.05,6.59,5.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,-130,67.0,3.0,9.0,-3.03,-7.38,-10.42,42.98,21.02,8.84,5.5,5.71,4.62,6.94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.23,3.0,2.0
225,0,0,1,0,0,0,1,-1,0.3333333333333333,425,67.0,4.0,8.0,1.2,-3.13,-1.93,30.94,28.16,7.44,7.72,4.18,4.73,5.91,5.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,-550,6.0,12.0,2.0,10.21,6.91,17.11,41.43,17.63,8.09,5.79,2.6,4.73,5.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.18,18.0,13.5
5874,0,0,0,0,0,1,1,-1,0.6428571428571429,-125,67.0,9.0,5.0,6.88,-3.29,3.59,83.6,-17.3,16.82,2.87,10.25,0.48,11.12,2.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,105,67.0,10.0,4.0,2.0,6.96,8.97,78.15,-26.73,13.67,0.92,8.6,-0.5,10.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.61,-2.5,-1.5
6713,0,0,0,0,1,0,1,-1,0.25,-140,67.0,3.0,9.0,-1.58,-7.67,-9.25,64.98,-4.23,10.53,5.11,6.39,2.17,8.91,2.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4166666666666667,120,67.0,5.0,7.0,0.94,-8.86,-7.92,65.37,-3.12,10.71,4.34,7.84,3.12,9.34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.28,-3.0,-3.0
1726,0,0,1,0,0,0,1,-1,0.6153846153846154,-1610,24.0,8.0,5.0,3.66,6.35,10.01,35.86,18.67,8.1,7.2,4.16,4.68,6.21,5.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4615384615384616,1190,67.0,6.0,7.0,-2.64,-4.71,-7.35,23.88,31.74,7.59,8.96,3.54,5.74,4.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.49,-21.5,-21.5
595,0,0,0,0,1,0,1,-1,0.7857142857142857,-370,21.0,11.0,3.0,-1.62,7.41,5.79,26.95,18.33,8.39,6.34,3.36,4.65,5.19,5.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6153846153846154,325,67.0,8.0,5.0,7.93,-6.14,1.79,32.94,30.88,6.59,7.55,3.62,4.76,5.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.1,-9.0,-10.5
2233,0,0,0,0,1,0,1,-1,0.6153846153846154,-360,24.0,8.0,5.0,3.66,6.35,10.01,35.86,18.67,8.1,7.2,4.16,4.68,6.21,5.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7692307692307693,300,17.0,10.0,3.0,6.82,2.14,8.97,35.66,22.84,5.64,7.2,4.09,5.0,5.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.72,-12.0,-8.5
4260,0,0,1,0,0,0,1,-1,0.7692307692307693,-275,67.0,10.0,3.0,-2.03,3.88,1.84,40.98,9.22,7.68,4.78,4.93,3.61,6.22,4.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.16666666666666666,225,67.0,2.0,10.0,1.05,-6.97,-5.92,43.56,20.03,7.76,5.79,5.16,4.17,6.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.98,-8.5,-7.0
6689,0,0,0,0,1,0,1,-1,0.3333333333333333,170,67.0,4.0,8.0,5.95,-4.43,1.52,69.93,-5.01,11.35,3.8,6.47,3.29,9.33,3.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6153846153846154,-200,67.0,8.0,5.0,5.84,8.83,14.66,72.8,-20.99,10.98,2.4,6.59,1.87,8.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.88,3.0,5.0
6394,0,0,0,1,0,0,1,-1,0.7692307692307693,-235,15.0,10.0,3.0,2.27,11.56,13.83,66.57,-22.67,10.81,2.94,6.65,0.81,8.76,1.66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4166666666666667,195,67.0,5.0,7.0,2.6,2.14,4.74,69.82,-14.27,10.33,3.1,6.3,1.45,8.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.81,-7.0,-6.5
4850,0,0,0,0,1,0,1,-1,0.4166666666666667,180,67.0,5.0,7.0,-10.79,10.99,0.2,32.26,0.03,7.24,3.82,4.73,2.14,5.81,2.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6923076923076923,-210,67.0,9.0,4.0,4.43,3.08,7.51,51.33,8.28,9.9,4.99,5.36,2.71,7.57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8,3.5,4.5
4605,0,0,0,1,0,0,1,-1,0.25,-285,67.0,3.0,9.0,-5.0,-5.76,-10.76,35.8,19.19,7.86,6.11,5.25,3.6,6.53,4.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,235,67.0,3.0,9.0,-13.58,2.29,-11.29,27.91,14.66,6.67,5.51,4.66,2.88,5.46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.95,-6.0,-7.0
2633,0,0,1,0,0,0,1,-1,0.3333333333333333,285,67.0,4.0,8.0,3.96,-7.82,-3.86,32.4,33.34,-1.39,17.1,0.54,9.93,0.19,12.68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6923076923076923,-370,25.0,9.0,4.0,6.41,8.71,15.12,42.01,15.19,-0.46,14.15,1.08,8.52,0.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.68,10.5,10.5
4474,0,0,0,1,0,0,1,-1,0.6153846153846154,120,67.0,8.0,5.0,-6.11,5.74,-0.37,36.14,9.76,8.29,5.2,4.84,2.18,6.24,3.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6153846153846154,-140,67.0,8.0,5.0,-1.01,0.54,-0.46,39.74,13.57,8.9,5.14,5.12,4.29,6.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.76,3.0,2.5
3559,0,0,1,0,0,0,1,-1,0.5384615384615384,-145,67.0,7.0,6.0,3.01,-6.97,-3.96,76.43,-8.79,11.26,3.12,7.29,2.48,9.08,2.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7142857142857143,125,67.0,10.0,4.0,-2.91,6.54,3.63,66.76,-20.73,10.85,2.5,7.31,1.03,8.87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8,-4.0,-2.5
2536,0,0,1,0,0,0,1,-1,0.6923076923076923,145,67.0,9.0,4.0,8.33,-1.74,6.59,40.42,25.97,0.3,16.58,0.93,9.11,1.11,12.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,-165,67.0,4.0,8.0,-4.77,9.44,4.67,23.51,14.17,-2.0,14.62,-0.35,7.67,-0.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62,3.0,3.5
3156,0,0,0,0,1,0,1,-1,0.6153846153846154,550,67.0,8.0,5.0,-0.07,5.34,5.27,26.86,20.6,-1.67,15.76,0.39,8.97,-0.61,11.73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6923076923076923,-725,22.0,9.0,4.0,2.69,11.51,14.2,37.02,13.47,-1.79,14.94,2.51,7.54,0.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.77,14.5,15.5
6433,0,0,0,1,0,0,1,-1,0.7692307692307693,-235,67.0,10.0,3.0,0.24,4.81,5.05,66.62,-16.7,10.71,3.71,7.83,1.31,9.2,1.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7142857142857143,195,67.0,10.0,4.0,-2.6,7.07,4.47,66.27,-18.47,11.15,2.91,6.96,1.12,9.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.72,-11.5,-6.5
6580,0,0,0,0,1,0,1,-1,0.6153846153846154,250,67.0,8.0,5.0,1.93,7.84,9.77,69.45,-22.79,11.16,3.11,6.0,1.42,8.93,1.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7692307692307693,-310,14.0,10.0,3.0,15.09,-2.0,13.09,86.56,-10.99,13.49,3.64,7.3,1.57,10.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.18,7.0,8.0
4167,1,0,0,0,0,0,0,0,0.6153846153846154,-230,22.0,8.0,5.0,11.92,3.07,14.99,86.55,-23.59,13.97,2.09,8.68,1.24,10.63,1.66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7857142857142857,190,13.0,11.0,3.0,3.21,9.49,12.7,79.62,-23.94,10.88,2.44,9.69,0.74,10.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.47,-4.5,-6.0
6782,0,0,0,0,0,1,0,0,0.6153846153846154,-130,67.0,8.0,5.0,5.84,8.83,14.66,72.8,-20.99,10.98,2.4,6.59,1.87,8.76,1.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5384615384615384,110,67.0,7.0,6.0,2.09,7.3,9.39,69.29,-19.97,9.95,2.46,7.53,2.3,8.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.99,-3.0,-2.0
3263,0,0,0,0,0,1,0,0,0.8571428571428571,110,2.0,12.0,2.0,13.6,5.21,18.8,45.72,17.95,0.09,15.66,2.07,8.74,1.03,11.64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8571428571428571,-130,5.0,12.0,2.0,11.89,8.08,19.97,42.89,16.88,-1.01,15.06,1.37,8.25,0.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.23,3.0,2.0
649,0,0,0,0,1,0,1,-1,0.9230769230769232,-4625,9.0,12.0,1.0,5.85,12.84,18.69,44.94,12.13,9.84,4.95,4.07,4.18,6.92,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6153846153846154,2875,67.0,8.0,5.0,2.72,-2.54,0.18,27.8,28.41,7.82,6.98,2.74,5.52,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.94,-30.5,-28.5
3006,0,0,0,0,1,0,1,-1,0.3333333333333333,155,67.0,4.0,8.0,-4.77,9.44,4.67,23.51,14.17,-2.0,14.62,-0.35,7.67,-0.96,10.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6153846153846154,-175,67.0,8.0,5.0,13.03,-0.21,12.82,43.35,23.43,0.2,16.27,0.73,7.94,0.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.38,2.5,3.5
1445,0,0,0,0,1,0,1,-1,0.3333333333333333,-240,67.0,4.0,8.0,-5.42,-2.38,-7.8,21.73,28.61,4.88,7.48,3.51,4.13,4.51,5.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16666666666666666,200,67.0,2.0,10.0,-6.35,-12.51,-18.86,19.74,41.19,5.0,8.63,3.5,5.69,4.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.52,-6.0,-6.0
3068,0,0,0,0,1,0,1,-1,0.7692307692307693,-9100,17.0,10.0,3.0,10.19,6.64,16.83,42.92,17.94,-0.82,14.51,0.58,7.99,0.37,10.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,4900,67.0,3.0,9.0,-10.02,1.44,-8.58,17.88,28.12,-3.29,15.8,-0.4,9.11,-1.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.82,-32.0,-31.5
418,0,0,0,1,0,0,1,-1,0.6153846153846154,-9100,67.0,8.0,5.0,2.72,-2.54,0.18,27.8,28.41,7.82,6.98,2.74,5.52,5.07,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16666666666666666,4900,67.0,2.0,10.0,-10.39,-7.74,-18.13,14.36,39.1,5.49,7.64,2.14,7.19,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.11,-28.5,-30.0
6537,0,0,0,0,1,0,1,-1,0.7142857142857143,-400,67.0,10.0,4.0,-2.6,7.07,4.47,66.27,-18.47,11.15,2.91,6.96,1.12,9.24,1.72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3076923076923077,300,67.0,4.0,9.0,-9.89,1.83,-8.06,54.55,-13.33,9.57,3.96,6.59,1.43,8.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.11,-11.5,-10.0
6302,0,0,0,1,0,0,1,-1,0.4166666666666667,600,67.0,5.0,7.0,-1.92,-0.2,-2.11,65.56,-8.89,11.26,2.83,6.37,2.65,9.18,2.26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8666666666666667,-900,2.0,13.0,2.0,9.97,12.5,22.47,79.54,-27.03,13.13,1.41,8.59,0.8,10.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.88,14.0,16.5
3959,0,0,0,0,1,0,1,-1,0.4615384615384616,180,67.0,6.0,7.0,0.75,-3.28,-2.53,70.98,-11.86,11.24,3.62,6.77,2.16,9.03,2.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5384615384615384,-210,67.0,7.0,6.0,-0.41,1.79,1.37,71.69,-18.31,11.34,2.85,6.81,1.4,8.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.99,5.5,5.5
667,0,0,0,0,1,0,1,-1,0.7692307692307693,-716,24.0,10.0,3.0,8.93,-3.97,4.95,36.33,30.0,7.71,8.33,4.16,5.23,5.89,6.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4615384615384616,559,67.0,6.0,7.0,-4.82,-3.31,-8.13,20.2,30.55,6.28,7.0,3.16,6.22,4.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.38,-17.0,-17.5
3576,0,0,1,0,0,0,1,-1,0.75,-700,67.0,9.0,3.0,1.62,0.28,1.89,77.03,-15.99,11.48,3.11,8.77,2.14,9.81,2.64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5833333333333334,525,67.0,7.0,5.0,-1.16,-5.41,-6.56,74.58,-10.37,11.53,3.24,7.63,1.94,9.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.51,-15.0,-17.0
5096,0,0,1,0,0,0,1,-1,0.4615384615384616,700,67.0,6.0,7.0,-5.43,-0.75,-6.18,66.55,-16.05,11.73,2.51,7.93,-0.26,8.92,1.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7692307692307693,-1100,67.0,10.0,3.0,2.87,5.14,8.01,76.66,-22.18,14.42,0.97,8.65,-0.05,10.73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.09,20.0,18.5
6191,0,0,1,0,0,0,1,-1,0.16666666666666666,400,67.0,2.0,10.0,-12.88,-6.44,-19.31,51.91,-0.39,9.61,5.77,5.44,1.95,7.69,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5454545454545454,-550,67.0,6.0,5.0,-8.71,2.92,-5.78,55.7,-14.83,10.07,3.91,6.62,2.07,8.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.37,15.5,13.5
6658,0,0,0,0,1,0,1,-1,0.4166666666666667,277,67.0,5.0,7.0,-2.43,0.2,-2.24,62.91,-11.19,10.72,4.87,6.89,2.88,8.43,3.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333333334,-324,67.0,7.0,5.0,-1.72,4.36,2.63,62.66,-16.08,10.35,3.25,6.53,1.26,8.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.12,9.0,8.5
377,0,0,0,1,0,0,1,-1,0.3333333333333333,-220,67.0,4.0,8.0,-3.75,-3.02,-6.76,22.79,27.92,7.38,8.03,2.06,5.11,4.44,6.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5384615384615384,180,67.0,7.0,6.0,-0.68,-1.75,-2.43,24.18,27.07,7.16,7.79,3.33,5.4,4.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.36,-6.0,-6.0
4904,0,0,0,0,1,0,1,-1,0.4615384615384616,-175,67.0,6.0,7.0,1.53,0.3,1.83,44.11,12.82,8.15,6.08,4.87,3.32,6.12,4.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,155,67.0,3.0,9.0,-1.1,-1.05,-2.14,40.86,13.01,8.42,5.84,5.48,3.57,6.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.69,-6.0,-3.0
2842,0,0,0,1,0,0,1,-1,0.7142857142857143,-185,23.0,10.0,4.0,6.8,1.06,7.86,36.28,23.29,-1.6,16.51,0.61,8.89,0.0,11.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6923076923076923,160,67.0,9.0,4.0,1.23,3.03,4.26,30.57,23.94,-3.1,16.21,1.07,8.89,-0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.73,-3.5,-4.0
572,0,0,0,0,1,0,1,-1,0.08333333333333333,285,67.0,1.0,11.0,-8.77,-9.0,-17.76,17.09,42.56,5.49,7.85,1.79,6.3,3.64,6.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,-365,67.0,3.0,9.0,-6.56,-2.76,-9.31,20.19,29.49,7.26,7.47,2.62,5.76,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.17,10.0,9.0
4635,0,0,0,1,0,0,1,-1,0.4615384615384616,-140,67.0,6.0,7.0,-0.76,-4.23,-4.98,41.43,14.86,8.96,4.75,5.57,4.11,6.89,4.56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7857142857142857,120,67.0,11.0,3.0,-2.36,8.62,6.26,43.17,3.88,9.5,4.9,5.52,2.07,6.63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.51,-2.0,-2.5
3105,0,0,0,0,1,0,1,-1,1.0,-37800,1.0,14.0,0.0,8.57,14.79,23.36,53.97,11.05,1.07,13.96,1.33,7.71,1.64,10.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5384615384615384,18200,67.0,7.0,6.0,-3.95,6.76,2.81,27.2,23.2,-3.41,15.9,0.87,8.46,-0.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.63,-38.5,-37.5
6412,0,0,0,1,0,0,1,-1,0.5384615384615384,330,67.0,7.0,6.0,3.06,2.63,5.69,68.21,-14.78,13.18,5.12,7.66,1.78,8.91,2.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-420,6.0,13.0,0.0,14.05,2.85,16.9,83.79,-14.57,13.31,3.81,7.47,1.85,10.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.58,6.5,10.5
6801,1,0,0,0,0,0,0,0,0.8571428571428571,120,3.0,12.0,2.0,17.63,1.42,19.05,87.7,-14.87,15.55,3.53,8.39,2.1,11.88,2.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8666666666666667,-140,2.0,13.0,2.0,9.97,12.5,22.47,79.54,-27.03,13.13,1.41,8.59,0.8,10.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.88,1.0,2.5
741,0,0,0,0,1,0,1,-1,0.7692307692307693,-172,12.0,10.0,3.0,11.35,3.13,14.48,41.59,19.8,9.9,6.34,4.29,4.62,7.23,5.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8461538461538461,158,8.0,11.0,2.0,6.33,8.8,15.13,34.77,14.81,7.33,5.65,4.22,4.42,5.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.82,-5.0,-3.5
1926,0,0,1,0,0,0,1,-1,0.6153846153846154,-185,67.0,8.0,5.0,0.98,-5.21,-4.23,28.33,32.73,6.25,8.21,2.45,5.84,4.98,6.53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,160,67.0,3.0,9.0,-6.47,-2.82,-9.29,20.93,28.48,6.45,8.6,2.67,6.22,4.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.68,-5.0,-4.0
6503,0,0,0,0,1,0,1,-1,0.5384615384615384,-175,67.0,7.0,6.0,1.35,-0.05,1.3,66.37,-12.76,11.35,3.65,6.97,2.34,9.12,2.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,148,67.0,6.0,6.0,8.37,-5.6,2.78,74.04,-5.18,13.08,3.62,7.02,2.99,10.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.82,-4.5,-3.5
6262,0,0,0,1,0,0,1,-1,0.6923076923076923,135,23.0,9.0,4.0,8.62,3.54,12.17,75.49,-17.44,11.41,3.39,7.46,1.24,9.63,2.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6153846153846154,-155,67.0,8.0,5.0,10.53,-0.85,9.67,81.12,-13.21,12.4,4.18,9.16,1.67,10.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.0,3.0
6086,0,0,1,0,0,0,1,-1,0.0,980,67.0,0.0,12.0,-18.77,-4.98,-23.75,45.73,0.0,8.03,4.17,5.31,3.18,6.97,3.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5384615384615384,-1800,67.0,7.0,6.0,12.72,-9.55,3.17,79.97,-3.11,11.83,3.96,8.92,2.91,10.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.98,20.0,27.0
2181,0,0,0,0,1,0,1,-1,0.8461538461538461,-770,13.0,11.0,2.0,6.37,-0.49,5.88,33.13,26.56,7.83,7.36,2.75,5.5,5.81,5.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3636363636363637,545,67.0,4.0,7.0,-1.5,-6.02,-7.52,27.11,34.43,5.25,9.36,4.04,6.18,4.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.86,-14.0,-16.0
2540,0,0,1,0,0,0,1,-1,0.16666666666666666,115,67.0,2.0,10.0,-2.73,-7.57,-10.3,24.22,31.88,-1.78,17.3,0.28,9.36,-0.13,12.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6153846153846154,-135,67.0,8.0,5.0,2.5,2.43,4.93,34.61,23.29,-1.75,15.9,0.03,8.25,-0.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.36,3.0,3.5
1996,0,0,0,1,0,0,1,-1,0.8461538461538461,110,9.0,11.0,2.0,2.27,15.09,17.35,32.0,9.35,6.61,5.48,4.02,3.7,5.45,4.19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7692307692307693,-130,14.0,10.0,3.0,5.49,9.27,14.76,35.29,14.59,7.11,5.87,3.7,3.83,5.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.47,4.0,1.5
1877,0,0,1,0,0,0,1,-1,0.15384615384615385,320,67.0,2.0,11.0,-7.96,-6.61,-14.57,19.14,33.92,5.16,9.11,2.92,6.05,4.58,6.66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4615384615384616,-400,67.0,6.0,7.0,-2.64,-4.71,-7.35,23.88,31.74,7.59,8.96,3.54,5.74,4.88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.49,13.0,10.5
