,Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H,year
337,916,116,H,BostonCollege,3,7,3,7.0,20,51,54,391,27.5,2017
338,916,117,V,Connecticut,0,0,6,12.0,18,50,51.5,367,24,2017
339,916,118,H,Virginia,7,17,7,7.0,38,10,12.5,-475,4.5,2017
340,916,119,V,AirForce,3,3,7,0.0,13,54,52.5,1363,24,2017
341,916,120,H,Michigan,3,6,10,10.0,29,26,23,-2450,10,2017
342,916,121,V,CoastalCarolina,2,3,8,10.0,23,2,53,-105,0.5,2017
343,916,122,H,UAB,13,3,7,7.0,30,58.5,pk,-115,23.5,2017
344,916,123,V,CincinnatiU,3,0,0,18.0,21,46,49,140,21.5,2017
345,916,124,H,MiamiOhio,7,0,7,3.0,17,4.5,3.5,-160,0.5,2017
346,916,125,V,GeorgiaState,0,0,0,0.0,0,53.5,54.5,NL,22,2017
347,916,126,H,PennState,14,21,14,7.0,56,38.5,37,NL,14,2017
348,916,127,V,IowaState,14,6,14,7.0,41,9,9.5,-320,3.5,2017
349,916,128,H,Akron,0,14,0,0.0,14,62.5,62.5,260,30.5,2017
350,916,129,V,NorthCarolina,11,28,7,7.0,53,7,11,-415,4.5,2017
351,916,130,H,OldDominion,0,7,10,6.0,23,57,56.5,327,24,2017
352,916,131,V,OklahomaState,21,28,7,3.0,59,13.5,10.5,-385,3,2017
353,916,132,H,PittsburghU,0,14,7,0.0,21,66.5,67.5,306,32.5,2017
354,916,133,V,MiddleTennSt,0,3,0,0.0,3,55.5,50,447,22.5,2017
355,916,134,H,MinnesotaU,3,17,7,7.0,34,8.5,14,-600,6,2017
356,916,137,V,UCLA,7,17,14,7.0,45,2.5,3.5,-165,1.5,2017
357,916,138,H,Memphis,7,20,14,7.0,48,72,71,145,38.5,2017
358,916,139,V,NoIllinois,14,0,0,7.0,21,57,56,311,27.5,2017
359,916,140,H,Nebraska,0,0,10,7.0,17,14,10.5,-393,8,2017
360,916,141,V,Baylor,7,0,13,0.0,20,61.5,61,281,27.5,2017
361,916,142,H,Duke,7,7,10,10.0,34,13,10,-350,6,2017
362,916,143,V,Kansas,0,14,0,16.0,30,59,59,226,30,2017
363,916,144,H,Ohio,11,14,14,3.0,42,9,7,-275,3.5,2017
364,916,145,V,UtahState,0,0,10,0.0,10,50,50.5,517,23.5,2017
365,916,146,H,WakeForest,14,15,17,0.0,46,13.5,14.5,-720,7,2017
366,916,147,V,Clemson,7,12,14,14.0,47,2.5,3.5,-165,1,2017
367,916,148,H,Louisville,7,0,0,14.0,21,61,61.5,145,30.5,2017
368,916,149,V,CentralMichigan,10,7,0,0.0,17,66.5,66.5,252,31.5,2017
369,916,150,H,Syracuse,10,14,17,0.0,41,10.5,8,-310,2.5,2017
370,916,151,V,VirginiaTech,7,16,34,7.0,64,20,26,-2000,13,2017
371,916,152,H,EastCarolina,17,0,0,0.0,17,59,60,1041,31.5,2017
372,916,153,V,Wisconsin,10,14,7,9.0,40,13,14,-600,7,2017
373,916,154,H,BYU,3,3,0,0.0,6,43,43,447,21.5,2017
374,916,155,V,Purdue,14,14,7,0.0,35,77,75.5,170,32,2017
375,916,156,H,Missouri,0,3,0,0.0,3,7,4.5,-200,3,2017
376,916,157,V,NorthTexas,7,7,0,0.0,14,54,51.5,733,24.5,2017
377,916,158,H,Iowa,7,3,7,14.0,31,24,19.5,-1150,10,2017
378,916,159,V,ULLafayette,0,21,0,0.0,21,62,62.5,1203,31.5,2017
379,916,160,H,TexasA&M,7,7,17,14.0,45,23.5,24,-2000,11,2017
380,916,161,V,BowlingGreen,7,0,0,0.0,7,55,57.5,1041,27,2017
381,916,162,H,Northwestern,14,21,0,14.0,49,22,21,-2000,7.5,2017
382,916,163,V,Tulane,14,0,0,0.0,14,56.5,52.5,NL,27.5,2017
383,916,164,H,Oklahoma,14,14,7,21.0,56,34,33.5,NL,14,2017
384,916,165,V,TennesseeU,0,3,0,17.0,20,49,50.5,222,22,2017
385,916,166,H,Florida,3,3,0,20.0,26,5.5,6.5,-270,3,2017
386,916,167,V,SMU,16,6,7,7.0,36,64.5,65.5,1041,35.5,2017
387,916,168,H,TCU,7,21,7,21.0,56,18.5,22,-2000,10.5,2017
388,916,169,V,LouisianaTech,3,10,0,10.0,23,61,61.5,163,31.5,2017
389,916,170,H,WesternKentucky,8,7,7,0.0,22,7,4,-190,0.5,2017
390,916,171,V,Army,0,7,0,0.0,7,51,55,NL,27,2017
391,916,172,H,OhioState,14,3,14,7.0,38,29.5,32.5,NL,14,2017
392,916,173,V,OregonState,2,7,7,7.0,23,59,65,614,30.5,2017
393,916,174,H,WashingtonState,7,21,14,10.0,52,19,17.5,-900,7.5,2017
394,916,175,V,AppalachianSt,0,7,10,3.0,20,24,21.5,-1500,10,2017
395,916,176,H,TexasState,7,3,0,3.0,13,46.5,49.5,991,24.5,2017
396,916,177,V,ColoradoState,0,10,0,13.0,23,53.5,56,NL,27,2017
397,916,178,H,Alabama,17,7,14,3.0,41,28,31,NL,14,2017
398,916,179,V,Tulsa,21,7,9,14.0,51,74.5,73.5,230,36.5,2017
399,916,180,H,Toledo,7,7,22,18.0,54,8.5,7,-280,6.5,2017
400,916,181,V,Idaho,7,7,14,0.0,28,58,55,639,26.5,2017
401,916,182,H,WesternMichigan,3,3,13,18.0,37,16.5,17,-950,10,2017
402,916,183,V,SouthernMiss,7,14,7,0.0,28,6.5,7,-280,3.5,2017
403,916,184,H,ULMonroe,0,10,7,0.0,17,58,54.5,230,27,2017
404,916,185,V,Oregon,14,28,0,7.0,49,13,13.5,-525,7,2017
405,916,186,H,Wyoming,10,0,3,0.0,13,69,66.5,400,30.5,2017
406,916,187,V,LSU,0,7,0,0.0,7,6.5,8.5,-320,6.5,2017
407,916,188,H,MississippiSt,0,17,13,7.0,37,51.5,53.5,260,27,2017
408,916,191,V,KansasState,0,7,0,0.0,7,3,4,-187,3,2017
409,916,192,H,Vanderbilt,7,0,0,7.0,14,50.5,48.5,162,21.5,2017
410,916,193,V,Rice,0,0,0,3.0,3,54.5,53.5,1014,23,2017
411,916,194,H,HoustonU,17,21,0,0.0,38,21.5,23,-1550,10,2017
412,916,197,V,Troy,13,0,14,0.0,27,6,9.5,-350,5,2017
413,916,198,H,NewMexicoState,3,0,13,8.0,24,61,60.5,281,28,2017
414,916,199,V,ArizonaState,3,14,21,7.0,45,76,73.5,207,39.5,2017
415,916,200,H,TexasTech,21,14,10,7.0,52,6.5,6.5,-250,3,2017
416,916,201,V,Texas,0,7,3,7.0,24,67,66.5,614,31.5,2017
417,916,202,H,USC,0,14,0,3.0,27,16.5,17,-900,7.5,2017
418,916,203,V,SanJoseState,3,10,0,3.0,16,53,58.5,NL,26,2017
419,916,204,H,Utah,9,21,7,17.0,54,26,28.5,NL,11.5,2017
420,916,205,V,FresnoState,0,7,6,3.0,16,57,56.5,NL,24,2017
421,916,206,H,WashingtonU,27,14,7,0.0,48,33,35,NL,13.5,2017
422,916,207,V,Mississippi,10,6,0,0.0,16,3.5,7,-290,2.5,2017
423,916,208,H,California,7,0,10,10.0,27,75,68.5,237,31.5,2017
424,916,209,V,Stanford,0,7,3,7.0,17,9,8,-305,6,2017
425,916,210,H,SanDiegoState,0,10,3,7.0,20,47,47.5,249,23.5,2017
426,916,211,V,DelawareSt,10,0,0,6.0,16,NL,NL,NL,NL,2017
427,916,212,H,WestVirginia,24,21,7,7.0,59,63,62,NL,NL,2017
428,916,213,V,Furman,3,10,0,3.0,16,NL,NL,NL,NL,2017
429,916,214,H,NCState,14,14,21,0.0,49,34.5,36.5,NL,NL,2017
430,916,215,V,NO.Colorado,7,7,7,0.0,21,NL,NL,NL,NL,2017
431,916,216,H,Colorado,14,14,3,10.0,41,37,38,NL,NL,2017
432,916,217,V,TennesseeTech,0,7,6,0.0,13,NL,NL,NL,NL,2017
433,916,218,H,BallState,7,14,7,0.0,28,22,21.5,NL,NL,2017
434,916,219,V,MorganSt,0,0,0,0.0,0,NL,NL,NL,NL,2017
435,916,220,H,Rutgers,7,27,17,14.0,65,41.5,41,NL,NL,2017
436,916,221,V,Mercer,0,3,0,7.0,10,NL,NL,NL,NL,2017
437,916,222,H,Auburn,7,3,7,7.0,24,41,41,NL,NL,2017
438,916,223,V,N.CarolinaA&T,14,7,7,7.0,35,NL,NL,NL,NL,2017
439,916,224,H,Charlotte,7,3,7,14.0,31,3,11.5,NL,NL,2017
440,916,225,V,Colgate,3,0,7,0.0,10,NL,NL,NL,NL,2017
441,916,226,H,BuffaloU,20,10,0,3.0,33,12.5,21,NL,NL,2017
442,916,227,V,BethuneCookman,0,0,0,0.0,0,NL,NL,NL,NL,2017
443,916,228,H,FloridaAtlantic,14,7,17,7.0,45,22.5,20,NL,NL,2017
444,916,229,V,Southern,0,0,7,10.0,17,NL,NL,NL,NL,2017
445,916,230,H,TexSanAntonio,21,27,3,0.0,51,30.5,34.5,NL,NL,2017
446,916,231,V,IdahoSt,10,13,7,0.0,30,NL,NL,NL,NL,2017
447,916,232,H,Nevada,0,7,7,14.0,28,30,34.5,NL,NL,2017
448,916,233,V,ArkPineBluff,0,3,0,0.0,3,NL,NL,NL,NL,2017
449,916,234,H,ArkansasState,13,7,21,7.0,48,59,52,NL,NL,2017
450,916,235,V,AlabamaA&M,0,0,0,0.0,0,NL,NL,NL,NL,2017
451,916,236,H,SouthAlabama,24,7,14,0.0,45,38,36,NL,NL,2017
452,916,237,V,Samford,0,7,0,7.0,14,NL,NL,NL,NL,2017
453,916,238,H,Georgia,14,7,21,0.0,42,31,34,NL,NL,2017
454,921,303,V,Temple,0,7,0,0.0,7,58.5,61,688,27.5,2017
455,921,304,H,SouthFlorida,3,17,13,10.0,43,17.5,18,-1050,10.5,2017
456,922,305,V,Virginia,7,14,14,7.0,42,51.5,50.5,447,27.5,2017
457,922,306,H,BoiseState,7,7,0,9.0,23,12.5,14,-600,9.5,2017
458,922,307,V,Utah,10,3,14,3.0,30,4,4.5,-200,2.5,2017
459,922,308,H,ArizonaU,3,7,7,7.0,24,60.5,60.5,170,30,2017
460,923,309,V,WakeForest,3,0,14,3.0,20,3.5,5.5,-240,3,2017
461,923,310,H,AppalachianSt,6,3,7,3.0,19,48.5,48.5,190,21.5,2017
462,923,311,V,Duke,7,3,3,14.0,27,2.5,61,115,pk,2017
463,923,312,H,NorthCarolina,3,7,7,0.0,17,60,2,-135,28.5,2017
464,923,313,V,Michigan,0,7,7,14.0,28,9,13.5,-550,7.5,2017
465,923,314,H,Purdue,0,10,0,0.0,10,54,51.5,400,24,2017
466,923,315,V,PittsburghU,7,10,0,0.0,17,61,55.5,230,27.5,2017
467,923,316,H,GeorgiaTech,7,14,7,7.0,35,6.5,7.5,-280,6,2017
468,923,317,V,PennState,3,2,10,6.0,21,11,13,-600,8,2017
469,923,318,H,Iowa,0,7,0,12.0,19,53,54,425,23.5,2017
470,923,319,V,BostonCollege,0,0,7,0.0,7,53,53.5,6000,23.5,2017
471,923,320,H,Clemson,0,7,0,27.0,34,31.5,33,-15000,14,2017
472,923,321,V,NCState,10,7,3,7.0,27,53,50,360,26.5,2017
473,923,322,H,FloridaState,0,10,3,8.0,21,11.5,11,-450,7,2017
474,923,323,V,MississippiSt,0,3,0,0.0,3,51.5,50,125,23,2017
475,923,324,H,Georgia,14,0,17,0.0,31,6.5,2.5,-145,0.5,2017
476,923,325,V,LouisianaTech,3,3,7,3.0,16,59,50.5,285,23.5,2017
477,923,326,H,SouthCarolina,0,0,0,17.0,17,11.5,9.5,-345,5.5,2017
478,923,327,V,Massachusetts,0,6,7,0.0,13,57,58.5,3375,27.5,2017
479,923,328,H,TennesseeU,0,14,3,0.0,17,27.5,28,-8000,11.5,2017
480,923,329,V,WestVirginia,7,28,0,21.0,56,20,24.5,-2300,10,2017
481,923,330,H,Kansas,3,10,14,7.0,34,67.5,70.5,1350,34.5,2017
482,923,331,V,Florida,0,14,0,14.0,28,2.5,3,-145,2.5,2017
483,923,332,H,Kentucky,7,7,10,3.0,27,47,44.5,125,23.5,2017
484,923,333,V,CentralFlorida,0,14,7,17.0,38,64.5,62,165,26.5,2017
485,923,334,H,Maryland,3,0,7,0.0,10,3.5,4.5,-190,1,2017
486,923,335,V,KentState,0,3,0,0.0,3,59,56,25000,24.5,2017
487,923,336,H,Louisville,21,7,14,0.0,42,38,41.5,-75000,14.5,2017
488,923,337,V,Ohio,3,7,3,0.0,27,52.5,53.5,-110,24,2017
489,923,338,H,EasternMichigan,3,3,0,7.0,20,2,pk,-110,1,2017
490,923,339,V,MiamiOhio,14,14,3,0.0,31,55,1,-120,26.5,2017
491,923,340,H,CentralMichigan,0,14,0,0.0,14,2.5,51,100,0.5,2017
492,923,341,V,OldDominion,0,0,0,0.0,0,55,52.5,4000,23.5,2017
493,923,342,H,VirginiaTech,3,14,14,7.0,38,27.5,29.5,-10000,13,2017
494,923,343,V,GeorgiaState,0,14,0,14.0,28,2.5,50,100,23.5,2017
495,923,344,H,Charlotte,0,0,0,0.0,0,53,1,-120,pk,2017
496,923,345,V,GeorgiaSouthern,0,7,10,0.0,17,53.5,51,1100,23.5,2017
497,923,346,H,Indiana,21,10,14,7.0,52,22.5,22,-1700,7.5,2017
498,923,347,V,FloridaAtlantic,7,10,0,14.0,31,52,59,105,2.5,2017
499,923,348,H,BuffaloU,14,3,7,10.0,34,3,1.5,-125,30.5,2017
500,923,349,V,Rutgers,7,3,7,0.0,17,54,47,325,21.5,2017
501,923,350,H,Nebraska,7,7,7,6.0,27,13.5,11,-425,6,2017
502,923,351,V,Toledo,0,16,0,14.0,30,60.5,61,425,30,2017
503,923,352,H,MiamiFlorida,10,0,14,28.0,52,12.5,13.5,-600,7,2017
504,923,353,V,WashingtonU,0,10,14,13.0,37,10,11,-450,6.5,2017
505,923,354,H,Colorado,7,0,3,0.0,10,53,54.5,350,26.5,2017
506,923,355,V,UTEP,7,0,0,7.0,14,58.5,59,600,26.5,2017
507,923,356,H,NewMexicoState,7,14,13,7.0,41,17,17.5,-900,6.5,2017
508,923,357,V,CincinnatiU,7,10,7,8.0,32,49,52,240,28.5,2017
509,923,358,H,Navy,14,7,14,7.0,42,10.5,8,-300,4.5,2017
510,923,359,V,UNLV,0,7,7,7.0,21,65,67.5,16000,27,2017
511,923,360,H,OhioState,16,28,10,0.0,54,39.5,39,-48000,13.5,2017
512,923,361,V,NotreDame,14,14,7,3.0,38,3.5,3.5,-170,26.5,2017
513,923,362,H,MichiganState,7,0,3,8.0,18,55,53.5,145,2,2017
514,923,363,V,Hawaii,0,7,7,7.0,21,58.5,55.5,175,25,2017
515,923,364,H,Wyoming,0,7,7,7.0,28,7.5,5,-210,3.5,2017
516,923,365,V,NewMexico,7,6,0,3.0,16,68,68.5,250,31,2017
517,923,366,H,Tulsa,3,7,0,3.0,13,14,8.5,-310,4,2017
518,923,367,V,Syracuse,3,0,16,7.0,26,53,56.5,1000,24.5,2017
519,923,368,H,LSU,7,7,14,7.0,35,23.5,22.5,-1500,8,2017
520,923,369,V,Akron,3,0,7,7.0,17,51.5,56.5,650,25,2017
521,923,370,H,Troy,7,9,0,6.0,22,14.5,17,-1000,7,2017
522,923,371,V,BowlingGreen,7,3,3,0.0,13,55.5,52.5,230,28,2017
523,923,372,H,MiddleTennSt,7,14,0,3.0,24,10.5,7,-280,4,2017
524,923,373,V,Auburn,14,17,17,3.0,51,17,18,-1200,7,2017
525,923,374,H,Missouri,0,7,0,7.0,14,55.5,61,750,28,2017
526,923,375,V,TexasTech,6,7,7,7.0,27,69,68,230,31.5,2017
527,923,376,H,HoustonU,0,10,0,14.0,24,5.5,7,-280,3,2017
528,923,377,V,ArkansasState,14,0,0,7.0,21,70.5,72.5,120,35.5,2017
529,923,378,H,SMU,10,20,7,7.0,44,3.5,2.5,-140,0.5,2017
530,923,379,V,Alabama,21,10,21,7.0,59,18.5,20,-1800,9.5,2017
531,923,380,H,Vanderbilt,0,0,0,0.0,0,43,43,950,19,2017
532,923,381,V,Army,0,10,0,7.0,17,51,45,130,23.5,2017
533,923,382,H,Tulane,7,7,0,7.0,21,2,3,-150,pk,2017
534,923,383,V,TCU,6,14,14,10.0,44,68,67.5,275,34,2017
535,923,384,H,OklahomaState,7,3,7,14.0,31,10.5,10,-350,7.5,2017
536,923,385,V,BallState,7,0,7,7.0,21,53,50.5,375,24,2017
537,923,386,H,WesternKentucky,7,10,0,16.0,33,10,12.5,-500,4,2017
538,923,387,V,UAB,7,7,15,14.0,43,56,60.5,280,28,2017
539,923,388,H,NorthTexas,10,20,7,9.0,46,11,10,-360,6,2017
540,923,389,V,TexSanAntonio,10,17,3,14.0,44,15.5,13.5,-550,5,2017
541,923,390,H,TexasState,7,7,0,0.0,14,47.5,45,400,23.5,2017
542,923,391,V,SanDiegoState,0,7,7,14.0,28,4.5,1,-120,23.5,2017
543,923,392,H,AirForce,6,3,0,15.0,24,50,48.5,100,pk,2017
544,923,393,V,Arkansas,7,14,7,15.0,43,56.5,58.5,115,30,2017
545,923,394,H,TexasA&M,7,10,7,19.0,50,3,2.5,-135,0.5,2017
546,923,395,V,FloridaIntl,0,10,3,0.0,13,54,52.5,100,0.5,2017
547,923,396,H,Rice,0,7,0,0.0,7,2.5,1,-120,24,2017
548,923,397,V,Idaho,3,7,0,10.0,29,54.5,54,200,24.5,2017
549,923,398,H,SouthAlabama,10,3,0,7.0,23,4,6,-250,3.5,2017
550,923,399,V,ULMonroe,9,14,7,13.0,56,63.5,59,170,28.5,2017
551,923,400,H,ULLafayette,0,13,9,21.0,50,5,4.5,-200,1.5,2017
552,923,401,V,Oklahoma,21,7,7,14.0,49,25.5,28.5,-7000,14,2017
553,923,402,H,Baylor,7,10,14,10.0,41,54,62,3000,30,2017
554,923,403,V,USC,3,10,0,17.0,30,15,17,-900,7.5,2017
555,923,404,H,California,3,10,0,7.0,20,63.5,62,600,30.5,2017
556,923,405,V,Nevada,0,0,0,7.0,7,60.5,65.5,3000,27,2017
557,923,406,H,WashingtonState,14,21,3,7.0,45,26,28.5,-7000,12.5,2017
558,923,407,V,Oregon,7,7,14,7.0,35,16.5,15,-750,8.5,2017
559,923,408,H,ArizonaState,17,0,14,6.0,37,76,76.5,525,38,2017
560,923,409,V,UCLA,3,10,14,7.0,34,65,60,210,0.5,2017
561,923,410,H,Stanford,6,17,14,21.0,58,6.5,6.5,-260,29,2017
562,923,411,V,UtahState,14,24,17,6.0,61,2.5,2,-130,23,2017
563,923,412,H,SanJoseState,0,0,7,3.0,10,59,55,110,pk,2017
564,923,413,V,WesternIllinois,7,14,21,10.0,52,3.5,3,-150,0.5,2017
565,923,414,H,CoastalCarolina,10,0,0,0.0,10,NL,NL,130,NL,2017
566,923,415,V,Wagner,0,7,0,7.0,14,NL,NL,11000,NL,2017
567,923,416,H,WesternMichigan,7,14,28,0.0,49,40,36.5,-33000,14,2017
568,923,417,V,SoIllinois,14,7,3,7.0,31,NL,NL,5000,NL,2017
569,923,418,H,Memphis,7,10,17,10.0,44,28,29.5,-12500,17.5,2017
570,924,421,V,EastCarolina,21,6,14,0.0,41,64,63.5,176,33,2017
571,924,422,H,Connecticut,7,7,17,7.0,38,4,5,-210,3,2017
572,928,103,V,Texas,7,7,0,3.0,17,5.5,4.5,-200,3,2017
573,928,104,H,IowaState,0,0,7,0.0,7,64,62,170,28,2017
574,929,105,V,MiamiFlorida,14,3,0,14.0,31,4.5,5,-210,2.5,2017
575,929,106,H,Duke,3,3,0,0.0,6,59,55,176,27.5,2017
576,929,107,V,Nebraska,7,14,0,7.0,28,7,6.5,-245,3,2017
577,929,108,H,Illinois,0,3,3,0.0,6,49.5,46.5,203,21,2017
578,929,109,V,BYU,7,14,0,3.0,24,3.5,1.5,-120,23.5,2017
579,929,110,H,UtahState,7,17,3,13.0,40,45.5,50.5,100,0.5,2017
580,929,111,V,USC,7,10,3,7.0,27,4,5,-200,3.5,2017
581,929,112,H,WashingtonState,3,14,3,10.0,30,64.5,59,170,30.5,2017
582,930,113,V,Charlotte,12,14,3,0.0,29,46,48,300,26.5,2017
583,930,114,H,FloridaIntl,7,7,7,9.0,30,10,10,-400,5.5,2017
584,930,115,V,Rice,0,0,10,0.0,10,51.5,52,800,21.5,2017
585,930,116,H,PittsburghU,21,7,0,14.0,42,21.5,20,-1400,9.5,2017
586,930,117,V,SouthFlorida,21,10,17,13.0,61,24,22.5,NL,10,2017
587,930,118,H,EastCarolina,10,14,7,0.0,31,69,72.5,NL,37.5,2017
588,930,121,V,Syracuse,0,7,10,8.0,25,60.5,62.5,450,29,2017
589,930,122,H,NCState,13,13,0,7.0,33,11.5,14,-650,4,2017
590,930,123,V,EasternMichigan,7,7,0,6.0,20,44.5,50,500,24.5,2017
591,930,124,H,Kentucky,7,7,3,7.0,24,14,14,-700,6.5,2017
592,930,125,V,BallState,0,0,3,0.0,3,62,55,400,23.5,2017
593,930,126,H,WesternMichigan,14,17,17,7.0,55,12,13,-550,6.5,2017
594,930,127,V,CentralMichigan,2,6,0,0.0,8,50,51.5,300,23.5,2017
595,930,128,H,BostonCollege,14,7,7,0.0,28,9,10.5,-400,3,2017
596,930,129,V,Akron,13,7,7,7.0,34,51,3,-150,pk,2017
597,930,130,H,BowlingGreen,6,7,10,0.0,23,1,57.5,130,27.5,2017
598,930,131,V,Ohio,7,20,14,17.0,58,8.5,5,-200,3,2017
599,930,132,H,Massachusetts,10,17,2,21.0,50,50,53.5,170,28,2017
600,930,133,V,BuffaloU,7,13,7,0.0,27,4,7.5,-290,2.5,2017
601,930,134,H,KentState,0,13,0,0.0,13,44,41,235,21,2017
602,930,135,V,HoustonU,7,6,7,0.0,20,14,11.5,-420,6,2017
603,930,136,H,Temple,0,0,3,10.0,13,46,44.5,320,21,2017
604,930,137,V,Marshall,7,17,7,7.0,38,50.5,52.5,140,24,2017
605,930,138,H,CincinnatiU,0,0,7,14.0,21,5,3,-160,2.5,2017
606,930,139,V,Baylor,3,0,10,7.0,20,62,57.5,500,24,2017
607,930,140,H,KansasState,7,13,0,13.0,33,14,15,-700,7,2017
608,930,141,V,Maryland,7,10,0,14.0,31,53.5,44,425,22.5,2017
609,930,142,H,MinnesotaU,0,10,7,7.0,24,10.5,13.5,-600,7.5,2017
610,930,143,V,OhioState,7,28,7,14.0,56,29,29,-7000,11,2017
611,930,144,H,Rutgers,0,0,0,0.0,0,54,54.5,3000,21,2017
612,930,145,V,Iowa,0,7,0,3.0,10,45.5,44.5,145,pk,2017
613,930,146,H,MichiganState,14,3,0,0.0,17,2.5,3.5,-170,20.5,2017
614,930,147,V,FloridaState,3,10,3,10.0,26,7,7.5,-300,3,2017
615,930,148,H,WakeForest,3,9,0,7.0,19,45,46,240,21,2017
616,930,149,V,Northwestern,3,7,0,14.0,24,51,52,600,24,2017
617,930,150,H,Wisconsin,7,0,14,12.0,33,13,16.5,-900,7.5,2017
618,930,151,V,Indiana,0,14,0,0.0,14,58.5,62,950,27.5,2017
619,930,152,H,PennState,28,0,10,7.0,45,18,20,-1800,7,2017
620,930,153,V,Navy,0,14,3,14.0,31,3,8.5,-290,7,2017
621,930,154,H,Tulsa,14,0,0,7.0,21,68,70.5,235,34.5,2017
622,930,155,V,Connecticut,7,3,10,8.0,28,67,74,600,35,2017
623,930,156,H,SMU,7,14,7,21.0,49,17.5,16.5,-900,7,2017
624,930,157,V,TexasState,0,10,0,0.0,10,46.5,44.5,575,21,2017
625,930,158,H,Wyoming,0,31,14,0.0,45,18.5,16.5,-850,7,2017
626,930,159,V,Colorado,7,3,10,3.0,23,66.5,67.5,240,31,2017
627,930,160,H,UCLA,7,7,7,6.0,27,7,7.5,-300,3,2017
628,930,161,V,California,0,7,7,10.0,24,67.5,66.5,550,27,2017
629,930,162,H,Oregon,17,0,7,21.0,45,15,17,-800,6.5,2017
630,930,163,V,WashingtonU,7,0,21,14.0,42,28,27.5,-6200,14,2017
631,930,164,H,OregonState,0,0,0,7.0,7,63,59.5,2800,25.5,2017
632,930,165,V,CoastalCarolina,15,7,8,13.0,43,58.5,53.5,250,27,2017
633,930,166,H,ULMonroe,10,21,14,6.0,51,11,7.5,-310,0.5,2017
634,930,167,V,SouthCarolina,0,10,7,0.0,17,55.5,50,255,24,2017
635,930,168,H,TexasA&M,0,7,3,14.0,24,8,8,-320,6,2017
636,930,169,V,Troy,7,3,7,7.0,24,46.5,48.5,1000,23.5,2017
637,930,170,H,LSU,0,0,7,14.0,21,19.5,20.5,-2000,12.5,2017
638,930,171,V,NewMexicoState,0,10,7,7.0,24,60,61,800,28.5,2017
639,930,172,H,Arkansas,14,14,7,7.0,42,18.5,19,-1400,7,2017
640,930,173,V,SanJoseState,3,10,0,0.0,13,68,62.5,600,30.5,2017
641,930,174,H,UNLV,14,21,6,0.0,41,10.5,17,-900,6.5,2017
642,930,175,V,UTEP,7,7,0,7.0,21,54,49.5,1100,26.5,2017
643,930,176,H,Army,0,14,14,7.0,35,24,22.5,-1700,10,2017
644,930,177,V,Vanderbilt,7,10,0,7.0,24,44,39,260,21.5,2017
645,930,178,H,Florida,7,10,7,14.0,38,9.5,8.5,-330,4.5,2017
646,930,179,V,Georgia,10,14,7,10.0,41,6.5,10,-400,4.5,2017
647,930,180,H,TennesseeU,0,0,0,0.0,0,47,47,300,21,2017
648,930,181,V,NorthTexas,7,10,16,10.0,43,59,56.5,260,28,2017
649,930,182,H,SouthernMiss,14,7,7,0.0,28,9,8,-330,3.5,2017
650,930,183,V,SouthAlabama,7,6,3,0.0,16,58,57.5,350,29.5,2017
651,930,184,H,LouisianaTech,14,3,0,17.0,34,14,11.5,-450,6,2017
652,930,185,V,MiamiOhio,7,7,3,0.0,17,54.5,53.5,950,26,2017
653,930,186,H,NotreDame,28,17,0,7.0,52,23,21,-1800,6.5,2017
654,930,187,V,MiddleTennSt,6,0,7,7.0,20,51,60,105,1.5,2017
655,930,188,H,FloridaAtlantic,14,10,0,14.0,38,1.5,1.5,-125,28,2017
656,930,189,V,MississippiSt,3,7,0,0.0,10,49.5,51.5,235,24,2017
657,930,190,H,Auburn,14,7,7,21.0,49,9.5,7,-290,2.5,2017
658,930,191,V,NorthCarolina,0,0,0,7.0,7,64,58.5,290,24,2017
659,930,192,H,GeorgiaTech,7,3,14,9.0,33,10,9.5,-380,5.5,2017
660,930,193,V,Clemson,10,7,7,7.0,31,5.5,7,-300,4.5,2017
661,930,194,H,VirginiaTech,0,3,0,14.0,17,49,48.5,240,24,2017
662,930,195,V,AirForce,0,21,3,14.0,38,2,3,-150,25,2017
663,930,196,H,NewMexico,7,7,21,21.0,56,52,50.5,130,pk,2017
664,930,197,V,Mississippi,3,0,0,0.0,3,57,56,NL,23,2017
665,930,198,H,Alabama,21,14,24,7.0,66,28,30.5,NL,11,2017
666,930,199,V,OklahomaState,7,14,13,7.0,41,11,10.5,-400,7,2017
667,930,200,H,TexasTech,7,10,3,14.0,34,80,84.5,300,43,2017
668,930,201,V,ArizonaState,3,14,0,7.0,24,67.5,61.5,650,31.5,2017
669,930,202,H,Stanford,7,17,7,3.0,34,15.5,17,-1000,7,2017
670,930,203,V,Nevada,0,14,0,7.0,21,55,59,250,28,2017
671,930,204,H,FresnoState,10,21,7,3.0,41,9,7.5,-310,2.5,2017
672,930,205,V,NoIllinois,14,0,14,0.0,28,46,47,285,23,2017
673,930,206,H,SanDiegoState,14,17,0,3.0,34,12,9,-370,2,2017
674,930,207,V,ColoradoState,14,17,13,7.0,51,9,6.5,-250,1,2017
675,930,208,H,Hawaii,0,7,7,7.0,21,63.5,66,200,30,2017
676,930,209,V,Memphis,7,0,0,6.0,13,70,69,190,33,2017
677,930,210,H,CentralFlorida,6,17,7,10.0,40,3,5.5,-240,0.5,2017
678,930,211,V,MurraySt,3,0,7,0.0,10,NL,63.5,NL,NL,2017
