,Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H,year
122,902,255,V,CharlestonSou,0,0,0,0.0,0,NL,NL,NL,NL,2017
123,902,256,H,MississippiSt,23,12,7,7.0,49,1.5,22.5,NL,NL,2017
124,902,257,V,NCCentral,0,7,0,0.0,7,NL,NL,NL,NL,2017
125,902,258,H,Duke,21,26,6,7.0,60,23.5,35,NL,NL,2017
126,902,259,V,JamesMadison,7,0,14,13.0,34,8.5,3,NL,NL,2017
127,902,260,H,EastCarolina,0,0,7,7.0,14,NL,NL,NL,NL,2017
128,902,261,V,Albany,3,0,0,14.0,17,NL,NL,NL,NL,2017
129,902,262,H,OldDominion,7,14,3,7.0,31,20,24,NL,NL,2017
130,902,263,V,Lamar,7,7,0,0.0,14,NL,NL,NL,NL,2017
131,902,264,H,NorthTexas,17,21,14,7.0,59,20,17.5,NL,NL,2017
132,902,265,V,EasternKentucky,0,0,14,3.0,17,NL,NL,NL,NL,2017
133,902,266,H,WesternKentucky,0,17,7,7.0,31,36,39,NL,NL,2017
134,902,267,V,NorthwesternSt,7,3,14,0.0,24,NL,NL,NL,NL,2017
135,902,268,H,LouisianaTech,10,14,7,21.0,52,40.5,40,NL,NL,2017
136,902,269,V,StephenF.Austin,0,7,0,7.0,14,NL,NL,NL,NL,2017
137,902,270,H,SMU,21,17,6,14.0,58,29,30,NL,NL,2017
138,902,271,V,Liberty,6,11,17,14.0,48,NL,NL,NL,NL,2017
139,902,272,H,Baylor,0,17,14,14.0,45,30.5,32,NL,NL,2017
140,902,273,V,SEMissouriSt,0,7,3,6.0,16,NL,NL,NL,NL,2017
141,902,274,H,Kansas,14,7,14,3.0,38,21,29.5,NL,NL,2017
142,902,275,V,Hampton,0,0,0,0.0,0,NL,NL,NL,NL,2017
143,902,276,H,Ohio,7,13,26,13.0,59,36,36.5,NL,NL,2017
144,902,277,V,SELouisiana,21,14,0,13.0,48,NL,NL,NL,NL,2017
145,902,278,H,ULLafayette,21,14,7,9.0,51,15,14.5,NL,NL,2017
146,902,279,V,HoustonBaptist,9,0,0,2.0,11,NL,NL,NL,NL,2017
147,902,280,H,TexasState,0,10,7,3.0,20,23,16.5,NL,NL,2017
148,902,281,V,CentralArkansas,10,6,3,0.0,19,NL,NL,NL,NL,2017
149,902,282,H,KansasState,10,28,10,7.0,55,24.5,26,NL,NL,2017
150,902,283,V,CalPoly,3,3,0,7.0,13,NL,NL,NL,NL,2017
151,902,284,H,SanJoseState,0,7,13,14.0,34,8,10.5,NL,NL,2017
152,902,285,V,AbileneChristian,7,0,0,7.0,14,NL,NL,NL,NL,2017
153,902,286,H,NewMexico,7,7,10,14.0,38,33,34,NL,NL,2017
154,902,287,V,JacksonSt,0,0,0,0.0,0,NL,NL,NL,NL,2017
155,902,288,H,TCU,21,14,21,7.0,63,65,59.5,NL,NL,2017
156,902,289,V,NorthernIowa,7,3,7,7.0,24,NL,NL,NL,NL,2017
157,902,290,H,IowaState,14,7,14,7.0,42,10,9.5,NL,NL,2017
158,902,291,V,Grambling,0,0,7,7.0,14,NL,NL,NL,NL,2017
159,902,292,H,Tulane,14,10,7,12.0,43,15.5,21.5,NL,NL,2017
160,902,293,V,SouthernUtah,7,14,0,0.0,21,NL,NL,NL,NL,2017
161,902,294,H,Oregon,21,21,21,14.0,77,31,39.5,NL,NL,2017
162,902,295,V,UCDavis,3,0,0,14.0,17,NL,NL,NL,NL,2017
163,902,296,H,SanDiegoState,10,14,14,0.0,38,35,35,NL,NL,2017
164,902,297,V,Howard,7,14,7,15.0,43,NL,NL,NL,NL,2017
165,902,298,H,UNLV,6,13,14,7.0,40,45,45,NL,NL,2017
166,902,299,V,IncarnateWord,0,0,0,0.0,0,NL,NL,NL,NL,2017
167,902,300,H,FresnoState,17,17,32,0.0,66,32.5,34.5,NL,NL,2017
168,902,301,V,MontanaSt,0,0,0,0.0,0,NL,NL,NL,NL,2017
169,902,302,H,WashingtonState,7,7,7,10.0,31,38,40,NL,NL,2017
170,902,303,V,NorthernArizona,7,7,0,10.0,24,NL,NL,NL,NL,2017
171,902,304,H,ArizonaU,14,20,14,14.0,62,24.5,27.5,NL,NL,2017
172,902,305,V,WesternCarolina,0,10,8,0.0,18,NL,NL,NL,NL,2017
173,902,306,H,Hawaii,7,14,13,7.0,41,21,23.5,NL,NL,2017
174,902,307,V,BYU,0,0,0,0.0,0,48,47,548,21,2017
175,902,308,H,LSU,0,14,6,7.0,27,14.5,16,-775,9.5,2017
176,903,209,V,WestVirginia,0,7,10,7.0,24,54.5,54.5,176,27.5,2017
177,903,210,H,VirginiaTech,3,7,14,7.0,31,4.5,5,-210,3.5,2017
178,903,211,V,TexasA&M,17,21,6,0.0,44,58,60.5,192,30.5,2017
179,903,212,H,UCLA,3,7,7,28.0,45,3,6.5,-230,6,2017
180,904,213,V,TennesseeU,0,7,7,14.0,42,3,4,-180,3.5,2017
181,904,214,H,GeorgiaTech,7,7,7,7.0,41,58,54,160,27,2017
182,907,401,V,IdahoSt,0,6,7,0.0,13,NL,NL,NL,NL,2017
183,907,402,H,UtahState,17,21,7,6.0,51,29,35,NL,NL,2017
184,908,301,V,Ohio,7,0,7,7.0,21,57,54.5,130,0.5,2017
185,908,302,H,Purdue,10,24,7,3.0,44,4,3,-150,25.5,2017
186,908,303,V,OklahomaState,17,3,21,3.0,44,25.5,28,NL,14,2017
187,908,304,H,SouthAlabama,0,0,0,7.0,7,64.5,67.5,NL,29.5,2017
188,908,485,V,AlcornSt,0,7,0,3.0,10,NL,NL,NL,NL,2017
189,908,486,H,FloridaIntl,0,7,3,7.0,17,20,20,NL,NL,2017
190,909,153,V,Hawaii,0,7,7,9.0,23,65,62.5,1123,28,2017
191,909,154,H,UCLA,14,21,14,7.0,56,21.5,24,-1800,9.5,2017
192,909,155,V,CentralMichigan,0,24,7,14.0,45,57.5,56,130,28,2017
193,909,156,H,Kansas,3,3,14,7.0,27,3.5,3,-150,3.5,2017
194,909,157,V,Nebraska,7,7,14,7.0,35,68,67.5,281,31.5,2017
195,909,158,H,Oregon,21,21,0,0.0,42,10,10.5,-350,3,2017
196,909,215,V,Montana,7,0,0,0.0,7,NL,NL,NL,NL,2017
197,909,216,H,WashingtonU,21,14,14,14.0,63,40,38.5,NL,NL,2017
198,909,305,V,FloridaAtlantic,7,7,0,0.0,14,57.5,60,NL,28.5,2017
199,909,306,H,Wisconsin,14,10,7,0.0,31,31.5,34.5,NL,14.5,2017
200,909,307,V,BuffaloU,3,14,0,0.0,17,49,53.5,477,27,2017
201,909,308,H,Army,7,0,0,14.0,21,16.5,16,-650,8,2017
202,909,309,V,WesternMichigan,0,0,7,7.0,14,52.5,51.5,218,23.5,2017
203,909,310,H,MichiganState,7,7,7,7.0,28,7.5,7,-265,4.5,2017
204,909,311,V,EasternMichigan,7,3,3,3.0,16,54,51,192,24,2017
205,909,312,H,Rutgers,3,0,10,0.0,13,4,6,-230,3,2017
206,909,313,V,OldDominion,3,7,0,7.0,17,2.5,3.5,-170,0.5,2017
207,909,314,H,Massachusetts,0,0,7,0.0,7,61.5,60.5,150,27,2017
208,909,315,V,Northwestern,3,7,0,7.0,17,pk,1,-118,0.5,2017
209,909,316,H,Duke,7,14,10,10.0,41,53,54.5,-102,28,2017
210,909,319,V,EastCarolina,3,0,10,7.0,20,59.5,68,1380,27.5,2017
211,909,320,H,WestVirginia,21,28,7,0.0,56,19.5,25,-2500,9.5,2017
212,909,321,V,CincinnatiU,7,0,7,0.0,14,49.5,49.5,NL,23.5,2017
213,909,322,H,Michigan,14,3,7,12.0,36,30,32.5,NL,14.5,2017
214,909,323,V,Louisville,10,10,7,20.0,47,6,11.5,-460,6.5,2017
215,909,324,H,NorthCarolina,7,7,14,7.0,35,62,65.5,358,35,2017
216,909,325,V,Charlotte,7,0,0,0.0,7,56,56.5,NL,23.5,2017
217,909,326,H,KansasState,21,17,10,7.0,55,36.5,32.5,NL,11.5,2017
218,909,327,V,Iowa,7,7,7,17.0,44,3,3.5,-170,2.5,2017
219,909,328,H,IowaState,7,3,14,14.0,41,50.5,49.5,150,24,2017
220,909,329,V,WakeForest,7,14,10,3.0,34,44,46.5,-105,21,2017
221,909,330,H,BostonCollege,0,7,3,0.0,10,3,pk,-115,0.5,2017
222,909,331,V,NewMexicoState,13,10,7,0.0,30,67,68.5,241,31.5,2017
223,909,332,H,NewMexico,2,3,0,23.0,28,10,7.5,-295,3.5,2017
224,909,333,V,Rice,3,7,7,14.0,31,pk,55,100,24,2017
225,909,334,H,UTEP,0,0,7,7.0,14,62,1.5,-120,0.5,2017
226,909,335,V,TexasState,0,0,3,0.0,3,54,55.5,NL,24.5,2017
227,909,336,H,Colorado,7,7,17,6.0,37,34.5,36.5,NL,14,2017
228,909,337,V,UAB,3,14,7,7.0,31,56.5,52.5,384,27.5,2017
229,909,338,H,BallState,7,14,17,13.0,51,13.5,13,-500,4.5,2017
230,909,339,V,MiddleTennSt,2,7,7,14.0,30,69,72.5,260,31.5,2017
231,909,340,H,Syracuse,3,10,3,7.0,23,10,8,-320,3.5,2017
232,909,341,V,Indiana,0,17,10,7.0,34,2.5,3.5,-166,0.5,2017
233,909,342,H,Virginia,0,3,7,7.0,17,55,56,146,24.5,2017
234,909,343,V,PittsburghU,0,3,3,8.0,14,67.5,64.5,755,27.5,2017
235,909,344,H,PennState,14,0,7,12.0,33,17,18.5,-1200,7.5,2017
236,909,345,V,FresnoState,3,0,0,7.0,10,52,57,NL,23,2017
237,909,346,H,Alabama,14,14,3,10.0,41,41.5,43,NL,16,2017
238,909,347,V,Tulane,0,13,0,8.0,21,55,49.5,263,23.5,2017
239,909,348,H,Navy,7,7,9,0.0,23,13,8,-325,6.5,2017
240,909,349,V,WesternKentucky,0,0,0,7.0,7,6,4.5,-205,3,2017
241,909,350,H,Illinois,3,10,7,0.0,20,61,51.5,172,23.5,2017
242,909,351,V,TexSanAntonio,0,7,7,3.0,17,60.5,56,324,24.5,2017
243,909,352,H,Baylor,0,7,0,3.0,10,16,11,-410,4.5,2017
244,909,361,V,SanJoseState,0,0,0,0.0,0,62,63.5,NL,27,2017
245,909,362,H,Texas,7,14,14,21.0,56,24.5,24.5,NL,10.5,2017
246,909,363,V,TCU,7,7,0,14.0,28,58,2.5,-140,0.5,2017
247,909,364,H,Arkansas,7,0,0,0.0,7,2.5,56,120,27,2017
248,909,365,V,ULLafayette,10,13,12,7.0,42,62.5,59,431,34,2017
249,909,366,H,Tulsa,10,28,7,21.0,66,15.5,14,-575,4.5,2017
250,909,367,V,Marshall,10,10,0,0.0,20,55.5,55,963,30.5,2017
251,909,368,H,NCState,3,20,7,7.0,37,22.5,21,-1750,10,2017
252,909,369,V,Toledo,10,10,14,3.0,37,8,11,-350,6.5,2017
253,909,370,H,Nevada,3,7,14,0.0,24,64.5,69,281,31.5,2017
254,909,373,V,SouthCarolina,0,14,10,7.0,31,62,71,115,32,2017
255,909,374,H,Missouri,3,7,3,0.0,13,3,2.5,-135,3,2017
256,909,375,V,NorthTexas,10,0,7,15.0,32,64.5,64.5,310,29,2017
257,909,376,H,SMU,10,14,16,14.0,54,14,11.5,-390,6.5,2017
258,909,377,V,Auburn,3,3,0,0.0,6,54,57,195,25.5,2017
259,909,378,H,Clemson,0,7,7,0.0,14,6,6,-235,3,2017
260,909,379,V,Georgia,3,7,7,3.0,20,51.5,57,176,27.5,2017
261,909,380,H,NotreDame,3,10,3,3.0,19,6.5,5.5,-210,2,2017
262,909,381,V,MississippiSt,16,20,21,0.0,57,8,10,-360,6,2017
263,909,382,H,LouisianaTech,9,5,0,7.0,21,67,66,289,30.5,2017
264,909,383,V,Oklahoma,0,3,14,14.0,31,64,64,241,29,2017
265,909,384,H,OhioState,0,3,10,3.0,16,5.5,8,-295,3.5,2017
266,909,387,V,Stanford,7,10,0,7.0,24,54.5,55,160,28.5,2017
267,909,388,H,USC,14,14,0,14.0,42,5.5,3.5,-180,0.5,2017
268,909,389,V,UNLV,7,3,24,10.0,44,67,69.5,161,30,2017
269,909,390,H,Idaho,0,3,7,6.0,16,7.5,4,-181,2.5,2017
270,909,391,V,MinnesotaU,10,10,14,14.0,48,54,51,105,26.5,2017
271,909,392,H,OregonState,0,14,0,0.0,14,1,2,-125,2.5,2017
272,909,393,V,SanDiegoState,7,13,7,3.0,30,60,53.5,125,27.5,2017
273,909,394,H,ArizonaState,7,7,0,6.0,20,3,3,-145,3,2017
274,909,395,V,Utah,3,6,10,0.0,19,49.5,5.5,-215,2.5,2017
275,909,396,H,BYU,0,0,6,7.0,13,1.5,46,180,21,2017
276,909,397,V,HoustonU,3,14,2,0.0,19,pk,1.5,-120,31.5,2017
277,909,398,H,ArizonaU,3,7,3,3.0,16,65.5,64.5,100,0.5,2017
278,909,399,V,BoiseState,7,3,7,14.0,44,61,58.5,245,28,2017
279,909,400,H,WashingtonState,7,3,0,21.0,47,7.5,7,-300,4,2017
280,909,403,V,Towson,0,7,0,10.0,17,NL,NL,NL,NL,2017
281,909,404,H,Maryland,21,7,21,14.0,63,30,34,NL,NL,2017
282,909,405,V,EasternKentucky,7,6,3,0.0,16,NL,NL,NL,NL,2017
283,909,406,H,Kentucky,3,7,7,10.0,27,40,33,NL,NL,2017
284,909,407,V,TennesseeMartin,9,7,0,7.0,23,NL,NL,NL,NL,2017
285,909,408,H,Mississippi,7,10,21,7.0,45,31.5,32.5,NL,NL,2017
286,909,409,V,JacksonvilleSt,0,7,3,0.0,10,NL,NL,NL,NL,2017
287,909,410,H,GeorgiaTech,3,7,20,7.0,37,16,14.5,NL,NL,2017
288,909,411,V,Delaware,0,0,0,0.0,0,NL,NL,NL,NL,2017
289,909,412,H,VirginiaTech,7,10,0,10.0,27,41.5,39.5,NL,NL,2017
290,909,413,V,Villanova,0,0,3,10.0,13,NL,NL,NL,NL,2017
291,909,414,H,Temple,3,7,3,3.0,16,9.5,17,NL,NL,2017
292,909,415,V,SavannahSt,0,0,0,7.0,7,NL,NL,NL,NL,2017
293,909,416,H,AppalachianSt,14,31,2,7.0,54,51.5,50,NL,NL,2017
294,909,417,V,AbileneChristian,0,0,10,0.0,10,NL,NL,NL,NL,2017
295,909,418,H,ColoradoState,10,7,14,7.0,38,45,42.5,NL,NL,2017
296,909,419,V,AustinPeay,7,0,3,0.0,10,NL,NL,NL,NL,2017
297,909,420,H,MiamiOhio,7,14,0,10.0,31,39,34.5,NL,NL,2017
298,909,421,V,EasternIllinois,3,0,0,7.0,10,NL,NL,NL,NL,2017
299,909,422,H,NoIllinois,7,24,7,0.0,38,17,14.5,NL,NL,2017
300,909,423,V,Howard,7,7,10,7.0,31,NL,NL,NL,NL,2017
301,909,424,H,KentState,14,7,2,15.0,38,36.5,24.5,NL,NL,2017
302,909,425,V,IndianaSt,0,0,7,0.0,7,NL,NL,NL,NL,2017
303,909,426,H,TennesseeU,14,14,7,7.0,42,37.5,37.5,NL,NL,2017
304,909,427,V,AlabamaA&M,0,0,0,0.0,0,NL,NL,NL,NL,2017
305,909,428,H,Vanderbilt,14,21,7,0.0,42,50,48,NL,NL,2017
306,909,429,V,GardnerWebb,0,0,0,0.0,0,NL,NL,NL,NL,2017
307,909,430,H,Wyoming,14,10,0,3.0,27,29.5,38.5,NL,NL,2017
308,909,431,V,WeberSt,10,10,0,0.0,20,NL,NL,NL,NL,2017
309,909,432,H,California,7,10,0,16.0,33,28,26,NL,NL,2017
310,909,433,V,NewHampshire,15,7,0,0.0,22,NL,NL,NL,NL,2017
311,909,434,H,GeorgiaSouthern,0,0,5,7.0,12,7,7.5,NL,NL,2017
312,909,435,V,AlabamaSt,7,0,0,0.0,7,NL,NL,NL,NL,2017
313,909,436,H,Troy,7,13,7,7.0,34,43.5,43.5,NL,NL,2017
314,909,437,V,SouthDakota,21,0,7,7.0,35,NL,NL,NL,NL,2017
315,909,438,H,BowlingGreen,3,6,7,11.0,27,4.5,3.5,NL,NL,2017
316,909,439,V,ArkPineBluff,0,3,0,0.0,3,NL,NL,NL,NL,2017
317,909,440,H,Akron,14,17,14,7.0,52,55,48.5,NL,NL,2017
318,909,441,V,Southern,0,0,0,0.0,0,NL,NL,NL,NL,2017
319,909,442,H,SouthernMiss,28,7,10,0.0,45,24,31,NL,NL,2017
320,909,443,V,NichollsSt,0,6,0,8.0,14,NL,NL,NL,NL,2017
321,909,444,H,TexasA&M,14,0,0,10.0,24,39,37.5,NL,NL,2017
322,909,445,V,TennChat,3,0,0,7.0,10,NL,NL,NL,NL,2017
323,909,446,H,LSU,14,14,14,3.0,45,30.5,35,NL,NL,2017
324,914,103,V,NewMexico,0,7,0,7.0,14,60,55.5,688,26,2017
325,914,104,H,BoiseState,7,7,0,14.0,28,16.5,17,-1050,10,2017
326,915,105,V,Massachusetts,0,7,7,7.0,21,52.5,51.5,477,24.5,2017
327,915,106,H,Temple,3,13,6,7.0,29,12,14.5,-650,6,2017
328,915,107,V,Illinois,2,7,0,14.0,23,57.5,53.5,489,26.5,2017
329,915,108,H,SouthFlorida,9,14,14,10.0,47,17,16.5,-670,8.5,2017
330,915,109,V,ArizonaU,0,35,14,14.0,63,20,27,-1800,10.5,2017
331,915,110,H,UTEP,0,9,7,0.0,16,61,57,980,27.5,2017
332,916,111,V,Kentucky,7,7,3,6.0,23,52,47.5,184,23.5,2017
333,916,112,H,SouthCarolina,6,0,0,7.0,13,6,5.5,-220,3.5,2017
334,916,113,V,KentState,0,0,0,0.0,0,50.5,49.5,400,23.5,2017
335,916,114,H,Marshall,0,7,0,14.0,21,13,14,-525,4.5,2017
336,916,115,V,NotreDame,7,7,14,21.0,49,13,14,-510,7,2017
