,Date,Rot,VH,Team,1st,2nd,3rd,4th,Final,Open,Close,ML,2H,year
69,905,180,H,NCState,14,14,14,7,49,25,25,-2290,10.5,2015
70,905,181,V,UNLV,7,10,3,10,30,61.5,61.5,1050,30.5,2015
71,905,182,H,NoIllinois,3,7,14,14,38,20.5,21.5,-1500,11.5,2015
72,905,183,V,Akron,0,3,0,0,3,55.5,56.5,4265,24.5,2015
73,905,184,H,Oklahoma,3,14,21,3,41,30.5,31,-10265,13,2015
74,905,185,N,BowlingGreen,10,10,10,0,30,60,67.5,1065,34.5,2015
75,905,186,N,TennesseeU,21,14,14,10,59,21,22,-1515,10,2015
76,905,191,V,ULLafayette,0,7,10,16,33,60,58,595,27.5,2015
77,905,192,H,Kentucky,14,10,9,7,40,13.5,17,-770,7,2015
78,905,193,V,UTEP,0,10,3,0,13,50.5,50,3875,26,2015
79,905,194,H,Arkansas,14,14,17,3,48,33,31.5,-9375,13,2015
80,905,195,V,GeorgiaSouthern,0,0,0,0,0,60,55,630,24,2015
81,905,196,H,WestVirginia,10,6,14,14,44,19,16,-880,7,2015
82,905,197,V,Texas,0,0,3,0,3,54.5,48,285,23,2015
83,905,198,H,NotreDame,14,3,14,7,38,8.5,9,-355,4.5,2015
84,905,199,V,TexasState,0,10,0,6,16,59.5,60,2410,28,2015
85,905,200,H,FloridaState,14,7,14,24,59,29.5,27.5,-4910,14,2015
86,905,201,N,Wisconsin,0,7,3,7,17,52.5,44.5,465,23,2015
87,905,202,N,Alabama,7,7,14,7,35,9.5,12,-590,5.5,2015
88,905,203,V,MississippiSt,7,7,13,7,34,23,20.5,-1345,10,2015
89,905,204,H,SouthernMiss,10,0,3,3,16,56.5,61.5,945,29,2015
90,905,205,V,ArkansasState,0,0,6,0,6,66,66.5,2185,27.5,2015
91,905,206,H,USC,14,14,14,13,55,28,27,-3735,11,2015
92,905,211,V,KentState,0,0,0,3,3,53,54,400,23,2015
93,905,212,H,Illinois,28,10,7,7,52,13.5,12.5,-525,6.5,2015
94,905,325,V,SouthDakotaSt,17,14,3,7,41,NL,2,-127,28,2015
95,905,326,H,Kansas,7,7,14,10,38,3,48.5,113,4,2015
96,905,327,V,NorfolkSt,7,6,0,0,13,NL,45.5,13000,24.5,2015
97,905,328,H,Rutgers,7,14,28,14,63,35.5,35.5,-27000,14.5,2015
98,905,329,V,IllinoisSt,0,0,0,14,14,NL,59,299,28,2015
99,905,330,H,Iowa,7,10,7,7,31,10.5,10,-341,6,2015
100,905,331,V,Richmond,7,7,0,7,21,NL,59.5,1190,28,2015
101,905,332,H,Maryland,10,12,7,21,50,19,22,-1610,10,2015
102,905,333,V,Colgate,3,0,0,7,10,NL,50.5,3092,24,2015
103,905,334,H,Navy,10,21,7,10,48,27,26.5,-5158,10.5,2015
104,905,335,V,TennesseeMartin,0,0,3,0,3,NL,54,42250,24,2015
105,905,336,H,Mississippi,27,14,14,21,76,38.5,43,-87750,17,2015
106,905,337,V,Wofford,0,7,3,0,10,NL,58,13000,24,2015
107,905,338,H,Clemson,14,21,7,7,49,37.5,35.5,-27000,14,2015
108,905,339,V,YoungstownSt,3,10,10,14,37,NL,55,645,27.5,2015
109,905,340,H,PittsburghU,14,10,7,14,45,16,16.5,-855,7,2015
110,905,341,V,Maine,3,0,0,0,3,NL,46,3092,23,2015
111,905,342,H,BostonCollege,0,10,0,14,24,26.5,26.5,-5158,13,2015
112,905,343,V,PortlandSt,0,0,10,14,24,NL,67,6412,30,2015
113,905,344,H,WashingtonState,3,7,0,7,17,30,31,-11838,14.5,2015
114,905,345,V,GardnerWebb,0,9,7,7,23,NL,40,1247,NL,2015
115,905,346,H,SouthAlabama,13,0,10,10,33,23,21.5,-1703,10,2015
116,905,347,V,Albany,7,0,0,7,14,NL,62.5,336,28.5,2015
117,905,348,H,BuffaloU,7,17,14,13,51,14,13,-389,6,2015
118,905,349,V,MorganSt,0,7,0,0,7,NL,60,14300,30.5,2015
119,905,350,H,AirForce,7,21,28,7,63,32.5,35,-29700,14.5,2015
120,905,351,V,NorthDakota,7,7,0,10,24,NL,47,760,21.5,2015
121,905,352,H,Wyoming,0,0,0,13,13,18.5,18.5,-1040,7.5,2015
122,905,353,V,SavannahSt,0,7,0,6,13,NL,66,NL,27,2015
123,905,354,H,ColoradoState,24,21,13,7,65,51,51,NL,20,2015
124,905,355,V,Presbyterian,0,0,7,0,7,NL,39.5,444,20,2015
125,905,356,H,MiamiOhio,7,6,0,13,26,9,13.5,-531,7,2015
126,905,357,V,Howard,0,0,0,0,0,NL,61,14300,31,2015
127,905,358,H,AppalachianSt,7,21,21,0,49,33,37,-29700,14.5,2015
128,905,359,V,Wagner,3,0,6,7,16,NL,45.5,4250,24,2015
129,905,360,H,Rice,14,21,7,14,56,30.5,28,-7750,13.5,2015
130,905,361,V,SEMissouriSt,0,3,0,0,3,NL,55,42250,27,2015
131,905,362,H,Missouri,14,3,10,7,34,41,40.5,-87750,17.5,2015
132,905,363,V,SoIllinois,11,21,0,15,47,NL,58.5,1247,30.5,2015
133,905,364,H,Indiana,7,14,17,10,48,17.5,20.5,-1703,12,2015
134,905,365,V,Grambling,0,0,0,14,14,NL,73.5,NL,31.5,2015
135,905,366,H,California,35,17,14,7,73,43,45.5,NL,19.5,2015
136,905,369,V,Towson,7,3,3,7,20,NL,58,3600,28,2015
137,905,370,H,EastCarolina,14,0,7,7,28,30.5,28,-6400,13,2015
138,905,371,V,Southern,8,0,7,0,15,NL,63,29250,NL,2015
139,905,372,H,LouisianaTech,24,28,7,3,62,40,39,-60750,14,2015
140,905,373,V,SamHoustonSt,14,17,0,14,45,NL,73.5,444,38.5,2015
141,905,374,H,TexasTech,14,28,17,0,59,19.5,14,-531,7.5,2015
142,905,375,V,FloridaA&M,0,0,3,0,3,NL,39.5,3887,17.5,2015
143,905,376,H,SouthFlorida,3,13,14,21,51,28,28.5,-6863,13.5,2015
144,905,377,V,MissouriSt,0,0,7,0,7,NL,54.5,1725,27.5,2015
145,905,378,H,Memphis,28,14,14,7,63,26,24,-2775,10.5,2015
146,905,379,V,JacksonSt,0,14,0,0,14,NL,57.5,26000,30.5,2015
147,905,380,H,MiddleTennSt,14,28,14,14,70,38,39.5,-54000,15.5,2015
148,905,381,V,AlabamaA&M,7,0,0,3,10,NL,60,91000,NL,2015
149,905,382,H,CincinnatiU,7,28,17,0,52,45,46.5,-87750,17,2015
150,905,383,V,SouthDakota,0,0,0,0,0,NL,49,14300,20.5,2015
151,905,384,H,KansasState,7,17,3,7,34,37,36.5,-29700,13.5,2015
152,905,387,V,EastWashington,7,14,14,7,42,NL,78.5,11400,42.5,2015
153,905,388,H,Oregon,20,17,17,7,61,34,35.5,-22600,14.5,2015
154,905,389,V,NorthernIowa,0,7,0,0,7,NL,60,472,27.5,2015
155,905,390,H,IowaState,0,10,14,7,31,7,14.5,-578,7,2015
156,905,391,V,TennesseeTech,3,7,0,14,24,NL,55,16900,27.5,2015
157,905,392,H,HoustonU,14,10,7,21,52,37,37,-35100,15.5,2015
158,905,393,V,Miss.ValleySt,0,0,0,0,0,NL,59,42250,26.5,2015
159,905,394,H,NewMexico,21,17,21,7,66,42.5,42,-87750,14.5,2015
160,905,395,V,SanDiego,0,0,3,0,3,NL,46.5,15600,20,2015
161,905,396,H,SanDiegoState,14,6,7,10,37,36.5,36.5,-32400,14.5,2015
162,906,207,V,Purdue,14,7,7,3,31,63,60.5,225,30,2015
163,906,208,H,Marshall,17,0,10,14,41,8.5,7,-275,3.5,2015
164,907,209,V,OhioState,14,0,14,14,42,14,13.5,-650,10.5,2015
165,907,210,H,VirginiaTech,0,17,0,7,24,53.5,52,500,27.5,2015
166,910,301,V,LouisianaTech,0,17,7,14,38,67,2.5,-140,3.5,2015
167,910,302,H,WesternKentucky,14,13,11,3,41,2,63.5,120,35,2015
168,911,303,V,MiamiFlorida,14,6,17,7,44,17,17.5,-1200,9,2015
169,911,304,H,FloridaAtlantic,10,7,3,0,20,67.5,56.5,800,30,2015
170,911,305,V,UtahState,0,14,0,0,14,47,44,380,23,2015
171,911,306,H,Utah,7,7,7,3,24,12,11.5,-480,6,2015
172,912,307,V,SouthFlorida,0,7,0,7,14,52,53.5,2870,28,2015
173,912,308,H,FloridaState,7,0,17,10,34,27.5,28.5,-6370,6.5,2015
174,912,309,V,WesternMichigan,3,6,0,8,17,4,5,-215,4,2015
175,912,310,H,GeorgiaSouthern,7,16,10,10,43,56,56.5,185,27.5,2015
176,912,311,V,BuffaloU,0,0,7,7,14,49,47.5,680,20.5,2015
177,912,312,H,PennState,0,10,3,14,27,18.5,17,-930,6.5,2015
178,912,313,V,Army,3,7,0,7,17,48,47.5,230,22.5,2015
179,912,314,H,Connecticut,3,9,7,3,22,6.5,7,-280,3,2015
180,912,315,V,EastCarolina,7,0,7,10,24,56,53.5,910,24.5,2015
181,912,316,H,Florida,10,0,14,7,31,15,20.5,-1260,10,2015
182,912,317,V,HoustonU,7,3,7,17,34,53.5,56,450,27.5,2015
183,912,318,H,Louisville,7,7,3,14,31,11.5,13.5,-575,5.5,2015
184,912,319,V,FresnoState,0,14,7,0,21,56,56,5355,28,2015
185,912,320,H,Mississippi,28,7,21,17,73,26.5,32,-13355,14,2015
186,912,321,V,Temple,3,7,21,3,34,51,55.5,200,24.5,2015
187,912,322,H,CincinnatiU,0,6,6,14,26,7.5,6,-235,3,2015
188,912,323,V,LSU,14,0,7,0,21,2,3.5,-175,1,2015
189,912,324,H,MississippiSt,0,3,3,13,19,48,53,155,24,2015
190,912,325,V,MiamiOhio,0,0,0,0,0,53,52,4015,21,2015
191,912,326,H,Wisconsin,13,24,14,7,58,33,31,-9515,10.5,2015
192,912,327,V,KansasState,0,7,6,17,30,20,14,-620,6.5,2015
193,912,328,H,TexSanAntonio,3,0,0,0,3,51.5,50,470,23,2015
194,912,329,V,Marshall,0,7,3,0,10,4,3,-150,3.5,2015
195,912,330,H,Ohio,7,7,0,7,21,60.5,53,130,28,2015
196,912,331,V,Hawaii,0,0,0,0,0,59.5,66,39000,29.5,2015
197,912,332,H,OhioState,7,7,3,21,38,39,42.5,-81000,20.5,2015
198,912,333,V,WakeForest,7,10,0,0,17,43.5,41,165,21.5,2015
199,912,334,H,Syracuse,3,10,7,10,30,6,4,-190,1,2015
200,912,335,V,AppalachianSt,0,0,3,7,10,58,57,830,24,2015
201,912,336,H,Clemson,3,28,7,3,41,19,18.5,-1130,8,2015
202,912,337,V,Missouri,3,7,14,3,27,13,9.5,-400,7,2015
203,912,338,H,ArkansasState,0,17,0,3,20,57,54.5,320,27,2015
204,912,339,V,EasternMichigan,14,24,7,3,48,57,52,330,28,2015
205,912,340,H,Wyoming,7,7,15,0,29,14,11,-420,7,2015
206,912,341,V,Massachusetts,7,7,0,0,14,62,61,410,30,2015
207,912,342,H,Colorado,14,17,17,0,48,13.5,13,-535,6,2015
208,912,343,V,MinnesotaU,0,6,7,7,23,4.5,4,-185,3,2015
209,912,344,H,ColoradoState,7,0,3,10,20,54,60,160,27,2015
210,912,345,V,OregonState,7,0,0,0,7,49.5,46,475,22.5,2015
211,912,346,H,Michigan,3,14,3,15,35,14,13.5,-625,6,2015
212,912,347,V,Tulane,0,7,0,3,10,54.5,60,5370,27,2015
213,912,348,H,GeorgiaTech,7,21,16,21,65,29,32.5,-13370,14,2015
214,912,349,V,Georgia,7,7,10,7,31,19,18,-975,10,2015
215,912,350,H,Vanderbilt,0,6,0,8,14,56,49,725,24,2015
216,912,351,V,BoiseState,7,3,14,0,24,2,2,-135,0.5,2015
217,912,352,H,BYU,7,0,7,21,35,56.5,56,115,26,2015
218,912,353,V,NotreDame,12,0,14,8,34,10,13.5,-585,7.5,2015
219,912,354,H,Virginia,0,14,0,13,27,51.5,47,460,25.5,2015
220,912,355,V,Iowa,3,7,7,14,31,4.5,3,-165,3,2015
221,912,356,H,IowaState,3,14,0,0,17,54,47.5,145,25,2015
222,912,357,V,SanDiegoState,7,0,0,0,7,61,59,400,28,2015
223,912,358,H,California,0,14,14,7,35,7.5,12.5,-525,6.5,2015
224,912,359,V,Memphis,10,14,24,7,55,11.5,11.5,-515,6,2015
225,912,360,H,Kansas,10,3,7,3,23,54.5,63,390,28,2015
226,912,361,V,Toledo,6,3,7,0,16,54.5,56,1085,29,2015
227,912,362,H,Arkansas,0,7,0,5,12,22,22.5,-1535,13,2015
228,912,363,V,MiddleTennSt,0,3,0,7,10,57,56.5,6335,25.5,2015
229,912,364,H,Alabama,7,16,14,0,37,36,34.5,-16335,14,2015
230,912,365,V,SanJoseState,7,0,9,0,16,53.5,58.5,170,27,2015
231,912,366,H,AirForce,7,7,3,20,37,7,4,-195,pk,2015
232,912,367,V,PittsburghU,3,7,7,7,24,13.5,12,-475,5,2015
233,912,368,H,Akron,0,7,0,0,7,52,50,375,23.5,2015
234,912,369,V,BowlingGreen,0,6,14,28,48,63.5,70.5,230,34,2015
235,912,370,H,Maryland,10,3,7,7,27,9,7,-280,0.5,2015
236,912,371,V,ArizonaU,14,7,14,9,44,11,9.5,-375,4,2015
237,912,372,H,Nevada,3,10,0,7,20,62,63.5,305,31.5,2015
238,912,373,V,Kentucky,14,10,0,2,26,58.5,55.5,220,27.5,2015
239,912,374,H,SouthCarolina,7,0,6,9,22,9.5,7,-270,4,2015
240,912,375,V,NorthTexas,3,3,7,0,13,56,59.5,190,26.5,2015
241,912,376,H,SMU,7,0,3,21,31,3,6,-225,2.5,2015
242,912,377,V,BallState,3,0,10,10,23,62,64.5,4015,27,2015
243,912,378,H,TexasA&M,28,21,0,7,56,28.5,31,-9515,13,2015
244,912,379,V,UTEP,7,10,0,3,20,65.5,65.5,830,33,2015
245,912,380,H,TexasTech,17,21,17,14,69,19.5,20.5,-1180,9,2015
246,912,381,V,WashingtonState,7,6,7,17,37,63,62,185,30.5,2015
247,912,382,H,Rutgers,0,6,6,22,34,pk,5.5,-215,3.5,2015
248,912,383,V,Oklahoma,0,3,0,14,31,61,2.5,-135,3,2015
249,912,384,H,TennesseeU,10,7,0,0,24,1,63.5,115,28.5,2015
250,912,385,V,Rice,0,14,0,14,28,52,49.5,450,26.5,2015
251,912,386,H,Texas,21,0,21,0,42,15.5,14.5,-600,7,2015
252,912,387,V,GeorgiaState,10,14,3,7,34,64.5,64,175,33.5,2015
253,912,388,H,NewMexicoState,7,6,6,13,32,5.5,4.5,-205,4,2015
254,912,389,V,SouthAlabama,0,0,3,6,9,55.5,54,1875,24,2015
255,912,390,H,Nebraska,14,10,7,17,48,25.5,27,-3125,11,2015
256,912,391,V,Oregon,7,0,7,14,28,67.5,66,190,31.5,2015
257,912,392,H,MichiganState,7,7,10,7,31,2.5,4.5,-220,pk,2015
258,912,393,V,FloridaIntl,7,7,0,8,22,54,56,270,28,2015
259,912,394,H,Indiana,0,13,6,17,36,7.5,8.5,-330,4.5,2015
260,912,395,V,Idaho,0,3,6,0,9,66,66,NL,28,2015
261,912,396,H,USC,21,17,14,7,59,43,44.5,NL,15.5,2015
262,912,397,V,Tulsa,10,10,10,10,40,67.5,71.5,215,34.5,2015
263,912,398,H,NewMexico,14,0,7,0,21,4,6.5,-265,3,2015
264,912,399,V,CentralFlorida,0,0,0,7,7,43,46,875,21.5,2015
265,912,400,H,Stanford,0,10,7,14,31,17,20,-1225,10,2015
266,912,401,V,UCLA,10,7,17,3,37,28.5,32.5,-12560,15,2015
267,912,402,H,UNLV,0,0,0,3,3,62,66,5060,27.5,2015
268,912,405,V,WesternIllinois,0,0,0,0,0,NL,59.5,1500,28.5,2015
269,912,406,H,Illinois,10,20,0,14,44,26.5,23,-3000,9.5,2015
270,912,407,V,IndianaSt,0,7,7,0,14,NL,53,500,26.5,2015
271,912,408,H,Purdue,14,10,7,7,38,15,15,-700,6.5,2015
272,912,409,V,JacksonvilleSt,0,10,0,10,20,NL,63,20000,33.5,2015
273,912,410,H,Auburn,3,3,7,7,27,45,39.5,-60000,21.5,2015
274,912,411,V,Howard,0,0,0,0,0,NL,58.5,55000,22.5,2015
275,912,412,H,BostonCollege,41,21,7,7,76,44,44,-165000,16,2015
276,912,413,V,CSSacramento,0,0,0,0,0,NL,61,4500,29.5,2015
277,912,414,H,WashingtonU,0,28,21,0,49,30.5,30.5,-11000,13.5,2015
278,912,415,V,Liberty,0,0,7,10,17,NL,59.5,8000,26.5,2015
279,912,416,H,WestVirginia,6,14,14,7,41,36,32,-21500,14.5,2015
280,912,417,V,Monmouth,0,3,7,0,10,NL,56.5,950,27,2015
281,912,418,H,CentralMichigan,7,24,0,0,31,23,20.5,-1450,10,2015
282,912,419,V,AustinPeay,6,0,0,0,6,NL,49.5,18000,21,2015
283,912,420,H,SouthernMiss,7,21,21,3,52,36.5,36,-54000,14,2015
284,912,421,V,MurraySt,7,3,6,10,26,NL,77,5500,43.5,2015
285,912,422,H,NoIllinois,6,14,20,17,57,28.5,29,-13500,14.5,2015
286,912,423,V,Furman,0,0,3,0,3,NL,44,7000,19.5,2015
287,912,424,H,VirginiaTech,7,7,21,7,42,NL,35,-18500,15.5,2015
288,912,425,V,EasternIllinois,0,0,0,0,0,NL,50,1450,23.5,2015
289,912,426,H,Northwestern,10,17,14,0,41,21,24,-2750,10,2015
290,912,427,V,N.CarolinaA&T,0,0,7,7,14,NL,66,5500,27,2015
291,912,428,H,NorthCarolina,22,14,17,0,53,31.5,33.5,-13500,14.5,2015
292,912,429,V,EasternKentucky,0,0,0,0,0,NL,59,1400,26,2015
293,912,430,H,NCState,0,14,14,7,35,27.5,24,-2500,10.5,2015
294,912,431,V,NCCentral,0,0,0,0,0,NL,60.5,6000,25.5,2015
295,912,432,H,Duke,7,17,17,14,55,36.5,32,-15000,14,2015
296,912,433,V,DelawareSt,0,6,0,7,13,NL,43,3500,20.5,2015
297,912,434,H,KentState,16,20,9,0,45,NL,29.5,-8500,13,2015
298,912,435,V,StephenF.Austin,0,0,0,7,7,NL,70.5,85000,28.5,2015
299,912,436,H,TCU,21,14,21,14,70,45.5,46,-255000,17.5,2015
300,912,437,V,NorthwesternSt,0,10,7,0,17,NL,59,1350,28,2015
301,912,438,H,ULLafayette,14,13,7,10,44,21,23,-2300,10.5,2015
302,912,439,V,NichollsSt,0,0,0,0,0,NL,57,20000,24,2015
303,912,440,H,ULMonroe,10,30,0,7,47,39.5,39.5,-60000,14.5,2015
304,912,441,V,PrairieView,3,14,0,7,24,NL,73,1075,35,2015
305,912,442,H,TexasState,33,23,7,0,63,27,27,-1650,11,2015
306,912,443,V,CharlestonSou,7,2,0,7,16,NL,54,165,26,2015
307,912,444,H,Troy,14,7,6,17,44,3,4.5,-190,pk,2015
308,912,445,V,NorfolkSt,0,10,0,0,10,NL,59,1400,25.5,2015
309,912,446,H,OldDominion,7,7,7,3,24,24,24,-2500,13,2015
310,912,447,V,Lamar,7,14,3,7,31,NL,78,NL,38.5,2015
311,912,448,H,Baylor,13,22,14,17,66,56.5,57.5,NL,23.5,2015
312,912,449,V,CentralArkansas,0,0,8,0,8,NL,72,13000,32.5,2015
313,912,450,H,OklahomaState,10,0,10,12,32,35,37,-39000,18.5,2015
314,912,451,V,CalPoly,0,14,7,0,21,NL,64.5,9000,33.5,2015
315,912,452,H,ArizonaState,7,14,0,14,35,34.5,35.5,-25000,17.5,2015
316,917,103,V,Clemson,0,7,10,3,20,4.5,5,-215,3.5,2015
317,917,104,H,Louisville,0,3,7,7,17,54,54,185,24,2015
318,918,105,V,FloridaState,7,0,0,7,14,9,9.5,-400,4.5,2015
319,918,106,H,BostonCollege,0,0,0,0,0,51.5,47.5,325,21.5,2015
320,918,107,V,NewMexico,0,0,10,0,10,65.5,63.5,1400,27,2015
321,918,108,H,ArizonaState,0,10,14,10,34,24.5,25.5,-3000,14,2015
322,918,211,V,IdahoSt,0,0,0,0,0,56,61.5,NL,NL,2015
323,918,212,H,BoiseState,14,7,28,3,52,28,28,NL,NL,2015
324,919,109,V,WakeForest,0,0,7,10,17,3,7,-285,4.5,2015
325,919,110,H,Army,0,7,0,7,14,46,49.5,235,21.5,2015
326,919,111,V,Temple,7,10,3,5,25,11,13.5,-515,7,2015
327,919,112,H,Massachusetts,0,17,0,6,23,49,55,390,30,2015
328,919,113,V,UNLV,0,0,0,7,7,49.5,50,4705,21,2015
329,919,114,H,Michigan,7,14,0,7,28,34,32.5,-11705,14,2015
330,919,115,V,BallState,0,14,0,14,28,7,4.5,-190,4,2015
331,919,116,H,EasternMichigan,3,14,0,0,17,61.5,61.5,165,31,2015
332,919,117,V,Charlotte,7,7,0,0,14,56,65.5,760,30,2015
333,919,118,H,MiddleTennSt,42,7,17,7,73,18,19,-1060,7.5,2015
334,919,119,V,KentState,0,0,7,0,7,48.5,47,1250,21.5,2015
335,919,120,H,MinnesotaU,3,7,0,0,10,22.5,24,-1900,11,2015
336,919,121,V,BuffaloU,0,7,19,7,33,63.5,59.5,125,27.5,2015
337,919,122,H,FloridaAtlantic,2,7,0,6,15,pk,2.5,-145,1,2015
338,919,123,V,Troy,3,0,0,0,3,60,59,3110,27,2015
339,919,124,H,Wisconsin,7,7,7,7,28,35,29,-7110,14,2015
340,919,125,V,Illinois,0,7,0,7,14,63,63,225,29,2015
341,919,126,H,NorthCarolina,10,10,7,21,48,6.5,7,-275,1,2015
342,919,127,V,NoIllinois,7,3,0,3,13,64.5,67.5,6330,30,2015
343,919,128,H,OhioState,3,7,10,0,20,33,34.5,-16330,15,2015
344,919,129,V,NCState,7,14,7,10,38,16,17.5,-875,7.5,2015
345,919,130,H,OldDominion,0,7,7,0,14,64.5,57,625,27,2015
346,919,131,V,Tulsa,3,21,7,7,38,66,70.5,4915,40,2015
347,919,132,H,Oklahoma,17,14,14,7,52,30.5,33,-12415,16.5,2015
348,919,133,V,CentralMichigan,3,7,7,7,27,46,47,270,24,2015
349,919,134,H,Syracuse,10,14,0,0,30,5,8,-330,pk,2015
350,919,135,V,Northwestern,0,3,9,7,19,47.5,50,155,23.5,2015
351,919,136,H,Duke,7,0,0,3,10,3,4,-175,0.5,2015
352,919,137,V,Nevada,7,3,10,7,27,64.5,64.5,4500,31,2015
353,919,138,H,TexasA&M,14,10,14,6,44,29,31.5,-11000,13.5,2015
354,919,139,V,GeorgiaState,7,0,21,0,28,72,71,35000,32,2015
355,919,140,H,Oregon,13,20,14,14,61,46.5,42.5,-105000,17.5,2015
356,919,141,V,Rice,0,17,21,0,38,6,7,-280,1.5,2015
